name,age,gender,occupation,marital_status,education_level,annual_income,residential_location,vehicle_make,vehicle_age,engine_size,mileage_driven_annually,accident_history,traffic_violations,claims_history,license_duration,risk
QEUMN,39,M,Teacher,Married,Master,45000,Urban,Chevrolet,10,4.0,11000,3,3,1,11,Low
RVDWJ,67,M,Teacher,Divorced,Bachelor,30000,Urban,Mercedes,4,2.5,10000,3,4,3,16,Low
GCCVA,44,F,Teacher,Single,None,130000,Urban,Tesla,14,1.5,12000,3,2,3,39,Medium
JQVDP,37,F,Retired,Divorced,Bachelor,35000,Urban,Nissan,1,3.5,6000,0,3,3,22,Low
BARRP,21,F,Doctor,Single,Master,65000,Rural,Toyota,2,2.5,8000,3,3,2,14,High
NZOKO,62,M,Doctor,Single,Master,140000,Rural,Nissan,12,2.5,6000,0,2,2,18,Low
XGSAB,55,M,Lawyer,Widowed,Bachelor,115000,Urban,Chevrolet,11,4.0,7000,2,4,3,23,Low
KRCRA,49,M,Retired,Widowed,Bachelor,110000,Urban,Ford,4,4.0,14000,3,3,2,20,Low
NQHAU,38,M,Student,Divorced,PhD,20000,Rural,BMW,4,1.5,8000,3,0,1,30,Low
OQQUN,30,F,Manager,Single,PhD,55000,Suburban,Toyota,4,4.0,10000,0,3,1,29,Medium
TFQRN,62,M,Lawyer,Married,PhD,30000,Rural,Toyota,4,3.5,13000,3,2,2,5,High
WUHQB,36,F,Lawyer,Divorced,None,130000,Urban,Tesla,12,1.5,19000,1,2,1,30,Low
PUDBU,24,F,Retired,Single,Bachelor,145000,Rural,Ford,8,1.5,7000,1,0,0,17,Low
AJMOO,60,M,Student,Married,Master,40000,Urban,Ford,3,3.5,19000,0,1,0,26,Medium
YAEAT,65,M,Lawyer,Married,Bachelor,65000,Urban,Mercedes,12,2.5,15000,3,1,2,13,Low
ADNUN,55,M,Lawyer,Single,Master,70000,Urban,BMW,11,3.0,6000,1,4,0,23,Low
UTBPQ,66,F,Teacher,Divorced,PhD,75000,Suburban,Tesla,4,2.0,10000,3,4,3,25,Low
JMENJ,22,F,Engineer,Married,Master,20000,Suburban,Honda,6,3.5,8000,3,1,1,34,Medium
MKETG,62,F,Doctor,Married,Bachelor,130000,Urban,Toyota,7,4.0,14000,3,0,3,15,High
BYOWT,21,F,Teacher,Divorced,Bachelor,75000,Rural,Chevrolet,13,4.0,13000,1,4,1,39,Low
EWLNV,56,F,Engineer,Single,Master,50000,Urban,Nissan,5,4.0,14000,2,3,1,35,Medium
DINSY,26,M,Artist,Single,None,135000,Urban,Audi,9,3.5,14000,0,3,2,21,High
ZKDKQ,39,F,Lawyer,Widowed,PhD,95000,Rural,Chevrolet,6,4.0,11000,1,2,0,35,Low
KTGCO,52,F,Retired,Single,Master,125000,Urban,Audi,1,1.5,16000,3,3,0,23,Low
ANIBO,29,M,Doctor,Single,Master,100000,Urban,Chevrolet,14,2.5,7000,3,2,3,11,Low
GONNC,55,M,Retired,Married,Bachelor,140000,Urban,Chevrolet,8,3.5,8000,1,1,2,19,Low
OUEUZ,22,M,Lawyer,Divorced,Master,135000,Suburban,Tesla,2,2.0,8000,3,3,1,28,Medium
RGKGS,60,F,Student,Divorced,Master,115000,Rural,Audi,13,2.5,16000,2,1,1,15,Low
OLCPI,55,M,Student,Widowed,Bachelor,25000,Urban,Ford,10,3.5,17000,0,0,1,14,Medium
JOJWP,28,F,Manager,Widowed,Master,95000,Urban,Audi,1,3.0,12000,1,4,0,33,Medium
KJLEO,22,F,Teacher,Divorced,Bachelor,75000,Urban,Nissan,2,4.0,7000,3,1,3,34,Low
JYEZQ,43,M,Doctor,Married,Master,35000,Suburban,Toyota,9,3.0,7000,2,2,3,17,Medium
EASYN,55,M,Architect,Widowed,Master,30000,Urban,BMW,11,2.5,8000,3,4,0,34,High
HDBIS,46,F,Lawyer,Divorced,Master,45000,Rural,Ford,11,2.5,6000,1,3,2,8,High
OZDLI,30,M,Retired,Widowed,Master,115000,Rural,Toyota,6,3.0,16000,2,4,3,21,Low
FXRLW,61,F,Manager,Divorced,Bachelor,140000,Urban,Toyota,5,2.5,8000,2,3,3,28,Low
BREZE,41,F,Retired,Widowed,Master,95000,Rural,BMW,10,2.5,8000,2,1,2,34,Low
XCEOJ,54,M,Engineer,Single,Bachelor,70000,Rural,Tesla,11,2.0,15000,2,0,1,25,Low
DJDBU,41,F,Lawyer,Single,Bachelor,25000,Suburban,BMW,9,2.0,13000,3,3,1,6,Medium
BIELU,26,F,Doctor,Married,Master,95000,Suburban,BMW,13,4.0,5000,2,0,3,28,Low
ONVIO,46,M,Architect,Married,None,115000,Rural,BMW,6,3.5,19000,2,0,3,21,Low
YQZCP,24,M,Lawyer,Divorced,Bachelor,30000,Urban,Mercedes,13,2.0,17000,0,2,3,31,Low
GPIHE,34,M,Retired,Divorced,PhD,135000,Urban,Mercedes,13,2.0,10000,0,3,2,30,Low
AWVKH,25,M,Doctor,Divorced,Bachelor,60000,Rural,Toyota,10,1.5,15000,3,2,2,6,Low
VQKZY,54,F,Engineer,Divorced,Master,85000,Urban,Chevrolet,7,4.0,18000,0,0,3,16,Low
PGNQE,21,F,Manager,Divorced,Master,140000,Rural,BMW,8,3.0,9000,0,1,1,10,High
UEDGM,32,M,Retired,Married,Master,95000,Urban,Chevrolet,4,3.0,14000,2,2,0,19,Low
PNBVW,69,M,Manager,Widowed,Master,20000,Rural,Mercedes,2,3.5,18000,1,2,0,17,Low
ZIMQU,18,F,Teacher,Single,PhD,140000,Urban,BMW,3,1.5,15000,0,0,3,18,Low
WVBFH,61,M,Engineer,Widowed,Master,110000,Urban,Audi,7,2.5,5000,2,0,3,25,Medium
RORLS,41,F,Doctor,Widowed,Bachelor,135000,Urban,BMW,5,2.5,7000,1,2,1,31,Low
XOUKR,23,M,Retired,Widowed,Master,120000,Urban,Mercedes,2,3.5,7000,1,1,0,1,Medium
TTZVG,67,F,Teacher,Single,None,130000,Urban,Tesla,10,4.0,14000,3,1,0,34,Low
KAWRD,23,M,Lawyer,Single,Master,65000,Urban,Chevrolet,2,1.5,7000,0,2,0,12,Medium
OVTXO,31,M,Retired,Single,PhD,100000,Suburban,Honda,2,2.0,16000,3,1,0,9,Medium
FIYDH,64,M,Doctor,Divorced,Bachelor,100000,Urban,Ford,7,2.5,17000,3,1,1,15,High
DMRTH,39,M,Doctor,Married,Bachelor,120000,Urban,Honda,14,3.5,17000,1,1,1,24,Medium
TKSVF,40,M,Retired,Divorced,Bachelor,85000,Urban,Tesla,9,2.0,13000,0,1,3,14,Low
DHHYA,57,M,Architect,Widowed,Master,120000,Suburban,Chevrolet,1,3.0,5000,2,2,3,5,Low
JXYIZ,19,M,Artist,Divorced,None,50000,Rural,Audi,14,3.5,7000,0,4,0,6,Low
YKOFB,24,M,Artist,Widowed,Master,115000,Rural,Honda,11,2.5,13000,0,0,3,31,High
NJRVF,27,F,Teacher,Divorced,Master,115000,Urban,Honda,5,2.5,16000,3,3,2,31,High
GZMQT,67,M,Architect,Widowed,PhD,90000,Rural,BMW,13,2.5,6000,2,3,1,16,Low
VFNQH,24,M,Retired,Single,Master,20000,Rural,Tesla,3,4.0,17000,2,3,2,21,Low
JBSWE,47,M,Lawyer,Single,Master,35000,Urban,Toyota,9,1.5,16000,0,2,0,27,Low
TOZKK,55,M,Student,Single,PhD,75000,Rural,Chevrolet,5,4.0,17000,1,2,1,29,Medium
IDBWA,23,M,Teacher,Widowed,PhD,45000,Urban,Audi,10,2.0,18000,2,1,0,32,Low
XYHIF,47,F,Manager,Divorced,Master,100000,Urban,Mercedes,1,2.0,10000,3,0,1,26,Low
JEUQT,68,F,Lawyer,Single,Master,20000,Urban,Tesla,10,2.5,16000,1,1,1,35,Low
TDRKH,38,M,Retired,Divorced,Bachelor,75000,Urban,Honda,7,4.0,19000,0,4,0,38,Low
PWXER,26,F,Doctor,Single,Master,20000,Urban,BMW,7,4.0,12000,1,3,1,15,Medium
UDPFA,31,F,Doctor,Single,PhD,125000,Suburban,Toyota,6,3.0,17000,3,2,3,34,Low
TEQVI,68,M,Engineer,Widowed,Master,140000,Rural,Chevrolet,14,2.5,8000,1,1,0,5,Low
CTKKR,63,F,Manager,Divorced,Bachelor,55000,Urban,Toyota,5,2.0,9000,2,1,1,1,Low
ZLFIT,65,F,Student,Divorced,Master,40000,Urban,BMW,3,4.0,7000,0,0,3,1,High
EKWBJ,47,F,Teacher,Married,PhD,70000,Urban,BMW,1,2.5,17000,0,1,3,10,Medium
KHYQZ,62,F,Architect,Single,Master,145000,Urban,Audi,1,3.5,11000,3,1,2,11,Medium
SZKKW,48,F,Architect,Widowed,Master,20000,Rural,BMW,8,2.0,14000,1,1,1,33,Low
OWOQD,28,F,Student,Married,Bachelor,90000,Suburban,BMW,11,1.5,9000,0,1,1,38,Low
GKXOF,39,M,Doctor,Widowed,Master,110000,Urban,Honda,7,4.0,7000,1,4,2,27,Low
VEHBX,60,F,Manager,Single,PhD,100000,Rural,Tesla,13,4.0,15000,2,1,2,36,Low
YWBYB,59,F,Engineer,Single,Master,75000,Urban,Mercedes,8,3.0,8000,2,3,3,27,High
ITSOF,68,F,Lawyer,Single,Bachelor,70000,Rural,BMW,8,3.0,15000,0,4,2,22,Low
JYKVG,61,F,Artist,Divorced,Bachelor,35000,Urban,Mercedes,4,1.5,14000,3,4,2,33,High
HBGGF,39,F,Teacher,Married,PhD,95000,Urban,Honda,8,1.5,10000,2,3,1,28,Medium
UUNYG,33,M,Teacher,Widowed,PhD,140000,Urban,Ford,6,2.0,6000,0,4,1,38,Low
GLVXQ,28,M,Manager,Divorced,PhD,145000,Urban,Nissan,4,4.0,19000,0,1,0,16,Low
HKVXO,36,M,Artist,Widowed,Master,120000,Urban,BMW,5,3.5,17000,0,3,0,24,High
TJASR,33,F,Teacher,Widowed,Bachelor,60000,Rural,Chevrolet,2,4.0,9000,2,3,1,17,Low
JOGJZ,45,F,Retired,Widowed,Bachelor,50000,Rural,Nissan,1,3.5,16000,2,2,1,27,Medium
PSTCW,28,F,Student,Single,PhD,20000,Urban,Toyota,2,4.0,14000,0,4,3,8,Low
XUFZQ,54,F,Doctor,Single,Master,45000,Rural,Nissan,2,3.5,5000,0,0,3,16,Low
RMEQP,46,F,Architect,Widowed,PhD,50000,Urban,Audi,1,3.5,6000,1,4,0,17,Low
XEGFM,18,F,Architect,Married,Master,35000,Rural,Tesla,8,1.5,14000,2,3,0,37,Medium
KJVBF,42,M,Artist,Widowed,Master,125000,Suburban,Tesla,1,3.5,16000,0,4,3,10,Medium
KDULF,23,M,Student,Married,PhD,105000,Urban,Chevrolet,7,1.5,7000,3,1,1,31,Low
JACAU,35,F,Engineer,Divorced,None,35000,Urban,Audi,8,2.0,16000,2,2,0,38,Low
ZJBJV,63,F,Teacher,Divorced,Bachelor,35000,Urban,BMW,7,4.0,17000,3,1,0,18,Low
XKKLP,63,F,Artist,Widowed,None,20000,Urban,Audi,2,3.0,10000,0,2,1,1,Low
LZXLL,43,M,Retired,Single,Master,50000,Urban,Mercedes,8,1.5,6000,1,4,2,36,Low
VDZCD,53,M,Student,Married,PhD,100000,Urban,Mercedes,10,3.5,9000,0,0,2,32,Low
TXACK,41,M,Doctor,Single,Master,140000,Urban,BMW,7,4.0,12000,0,0,3,6,Medium
GADRC,30,F,Retired,Married,Master,75000,Rural,Audi,6,2.5,18000,1,4,1,24,Low
KFTGA,61,M,Lawyer,Divorced,Master,140000,Urban,Chevrolet,11,3.5,7000,2,0,0,20,Low
TZHTM,60,F,Lawyer,Widowed,Master,145000,Suburban,Nissan,8,4.0,16000,2,2,3,16,Medium
FJRJS,66,F,Architect,Single,PhD,20000,Urban,Toyota,10,3.0,19000,2,2,3,24,Low
MGBIR,47,M,Manager,Married,Master,130000,Urban,Honda,1,3.5,14000,2,0,1,17,Low
TNMAQ,47,M,Lawyer,Widowed,Master,45000,Urban,Chevrolet,13,4.0,12000,2,0,3,23,Low
YQKJO,49,M,Engineer,Single,Bachelor,35000,Urban,Mercedes,8,3.0,12000,1,2,3,10,Medium
HPVME,65,F,Doctor,Single,Master,85000,Urban,BMW,14,2.5,11000,1,1,3,9,High
XZPDZ,61,F,Doctor,Divorced,None,105000,Rural,BMW,8,2.0,17000,3,0,3,27,High
QXVRV,19,F,Artist,Divorced,Master,40000,Urban,Nissan,13,2.0,11000,1,4,0,12,Low
ABXWY,53,M,Architect,Widowed,Bachelor,65000,Suburban,Nissan,8,4.0,6000,0,0,3,6,Low
XBACN,31,M,Student,Widowed,Master,110000,Urban,Toyota,3,1.5,17000,0,4,2,18,Medium
YSIAK,18,F,Manager,Single,PhD,145000,Urban,Mercedes,5,1.5,14000,3,0,2,30,Low
ENHNI,64,M,Teacher,Married,PhD,115000,Suburban,Audi,3,2.5,7000,0,4,2,37,Low
SEUTK,34,M,Student,Widowed,PhD,120000,Suburban,Ford,11,3.5,15000,1,4,3,20,Low
BQXBA,20,F,Architect,Married,Master,55000,Urban,Nissan,11,3.0,10000,2,1,0,33,Low
WKKPC,69,F,Architect,Widowed,Master,55000,Rural,Chevrolet,2,2.0,18000,2,0,0,32,Medium
DCKYL,24,M,Teacher,Single,Master,40000,Rural,Tesla,4,2.0,6000,2,2,1,17,Medium
CFSPZ,59,M,Engineer,Single,Master,20000,Urban,BMW,2,2.0,12000,2,4,0,4,Low
GRLEH,21,M,Student,Widowed,Bachelor,120000,Urban,Toyota,8,2.5,8000,3,4,0,2,Low
XULND,59,F,Architect,Single,Master,140000,Urban,Toyota,10,4.0,16000,2,0,1,37,Low
HYMEH,61,M,Manager,Married,PhD,70000,Rural,Toyota,12,1.5,11000,1,0,0,36,Low
IQQXS,37,F,Doctor,Married,PhD,60000,Rural,Ford,5,2.5,8000,1,2,3,2,High
ZDFLB,47,M,Manager,Widowed,Master,130000,Urban,Mercedes,2,2.5,16000,0,0,3,6,Low
ZLMGM,27,F,Architect,Divorced,Bachelor,30000,Suburban,BMW,2,3.0,13000,2,3,2,34,Low
ELKJZ,63,F,Student,Divorced,Bachelor,135000,Rural,Toyota,7,3.5,13000,3,0,1,25,Low
PTYGH,52,M,Artist,Married,Bachelor,65000,Urban,Toyota,5,3.5,16000,1,2,2,7,Medium
ATGVX,69,F,Student,Divorced,PhD,125000,Rural,BMW,11,2.5,5000,1,4,2,35,Medium
PHONR,31,F,Artist,Widowed,None,55000,Rural,Honda,11,2.5,13000,3,0,0,10,Low
SMEJF,33,F,Artist,Single,Bachelor,90000,Rural,Audi,5,2.5,19000,2,0,2,24,Medium
OSGHG,18,M,Teacher,Divorced,PhD,35000,Suburban,Honda,11,3.0,15000,0,4,0,27,Low
JPJIY,54,M,Doctor,Married,None,50000,Urban,Audi,12,3.0,12000,3,1,0,33,Low
KYDTF,45,F,Student,Single,Master,25000,Urban,Chevrolet,4,2.5,17000,2,1,2,22,Medium
IXJXE,29,M,Student,Widowed,Master,55000,Rural,Audi,5,4.0,15000,3,3,0,9,Low
MTKYP,20,F,Lawyer,Single,Bachelor,40000,Urban,BMW,3,1.5,19000,1,3,2,22,High
LOUNM,43,F,Student,Single,Master,120000,Suburban,Honda,13,1.5,8000,1,4,2,38,Low
BFMUO,64,F,Artist,Widowed,Master,125000,Urban,Ford,1,2.5,6000,2,4,0,31,Medium
GQMTY,69,M,Doctor,Married,None,70000,Urban,Nissan,2,3.5,13000,2,0,1,30,Low
CYSCE,34,M,Doctor,Married,Master,135000,Urban,Tesla,2,1.5,8000,3,4,0,16,Low
TQPGS,40,F,Architect,Married,Master,35000,Rural,Mercedes,11,4.0,19000,0,1,0,6,Low
CBCKG,25,F,Architect,Single,PhD,80000,Urban,Chevrolet,3,1.5,14000,1,4,1,23,Low
HNRTY,31,F,Manager,Single,None,40000,Rural,Audi,13,1.5,9000,1,0,2,17,Low
DDBQO,59,M,Manager,Single,PhD,130000,Rural,BMW,13,3.0,16000,0,3,0,10,Low
NREYT,36,F,Doctor,Married,PhD,65000,Urban,Chevrolet,14,2.5,8000,0,2,0,24,Medium
FVYOT,61,M,Student,Divorced,Master,140000,Urban,Audi,10,4.0,13000,0,4,1,21,Low
UZTEN,45,F,Engineer,Divorced,PhD,25000,Urban,Toyota,7,1.5,15000,0,3,2,28,Low
XXSNG,41,M,Manager,Married,Master,75000,Urban,Honda,3,4.0,12000,2,3,1,28,Low
YPJKG,58,M,Architect,Single,None,140000,Urban,Mercedes,3,3.5,17000,2,0,0,37,Low
LOONG,59,F,Manager,Married,None,130000,Suburban,Mercedes,13,1.5,5000,3,1,3,37,Low
VRLXS,62,M,Retired,Single,Master,80000,Rural,Toyota,10,2.5,15000,2,0,1,27,Medium
TVXNE,47,F,Manager,Married,Master,115000,Suburban,Honda,1,2.0,15000,2,1,1,14,Low
TOIAV,28,M,Lawyer,Single,Master,140000,Suburban,Audi,2,2.0,9000,3,2,0,29,Low
FZNLM,61,M,Student,Divorced,Master,125000,Suburban,Chevrolet,12,3.5,8000,1,2,0,5,Low
YURGG,61,F,Artist,Single,PhD,50000,Urban,Ford,4,3.5,6000,0,3,1,30,Low
ODEDT,68,F,Manager,Widowed,Master,115000,Urban,Chevrolet,9,3.5,18000,3,3,2,32,Low
LUOHG,30,M,Architect,Single,PhD,45000,Urban,Chevrolet,3,3.5,18000,2,4,3,16,Medium
APXDR,46,F,Manager,Divorced,Master,65000,Urban,Nissan,6,4.0,14000,1,3,1,13,Low
TAYEN,21,M,Teacher,Widowed,Master,85000,Rural,Ford,7,4.0,18000,1,1,2,5,Low
EPCBM,39,M,Artist,Married,Bachelor,20000,Suburban,Nissan,4,3.5,9000,2,0,0,13,Low
URBOR,32,M,Student,Married,PhD,145000,Urban,Nissan,9,2.5,14000,2,2,2,25,Low
WFGRG,66,F,Artist,Widowed,Master,100000,Urban,Ford,3,4.0,17000,1,0,0,20,Medium
NKEAF,67,F,Doctor,Divorced,Bachelor,85000,Suburban,Chevrolet,14,4.0,6000,0,0,0,16,Medium
JVTNN,61,M,Retired,Widowed,Master,25000,Rural,Ford,2,4.0,11000,2,3,3,32,Low
LKGMZ,48,M,Teacher,Divorced,None,135000,Rural,Toyota,11,3.0,16000,3,4,3,1,Low
EKHHF,22,F,Lawyer,Divorced,PhD,100000,Rural,Mercedes,1,2.5,10000,3,3,2,32,Medium
WDNSX,45,F,Retired,Married,Master,30000,Urban,Ford,2,4.0,14000,0,0,1,17,Low
VXCBV,31,M,Doctor,Divorced,PhD,120000,Urban,Tesla,2,3.5,13000,2,4,1,9,Medium
NNKBX,34,F,Lawyer,Single,Bachelor,110000,Rural,Tesla,8,1.5,12000,1,3,3,5,Medium
WCYKT,40,F,Student,Single,Master,45000,Urban,Chevrolet,14,3.0,11000,2,1,3,16,Low
QDEOO,49,M,Student,Widowed,PhD,75000,Suburban,Chevrolet,10,3.0,6000,3,0,0,6,Low
VBZWA,42,F,Student,Widowed,Master,130000,Rural,BMW,11,4.0,12000,0,1,2,27,Medium
IYNGG,54,F,Teacher,Single,Master,115000,Urban,Tesla,3,2.5,18000,2,4,0,23,Low
MNXJA,57,M,Manager,Married,PhD,35000,Urban,Tesla,8,2.0,17000,2,4,2,33,High
ATSML,57,M,Student,Widowed,Master,20000,Suburban,Honda,7,2.0,6000,1,2,1,17,High
VJCJZ,39,M,Doctor,Divorced,PhD,130000,Urban,Ford,8,3.0,10000,0,1,0,32,Medium
MCGMN,35,F,Teacher,Divorced,Master,20000,Suburban,Nissan,12,1.5,14000,3,2,1,39,High
UGTWJ,33,F,Engineer,Married,PhD,90000,Urban,Chevrolet,14,3.0,10000,1,2,3,9,Low
XQQAB,42,F,Doctor,Widowed,PhD,50000,Rural,Mercedes,3,3.5,10000,3,4,3,35,Low
WHISK,66,M,Architect,Widowed,PhD,65000,Rural,BMW,3,4.0,10000,1,2,0,39,Low
YGJUY,35,M,Doctor,Married,Bachelor,65000,Urban,Tesla,4,3.5,12000,0,2,2,32,Low
YRXTW,37,F,Doctor,Married,PhD,120000,Urban,Toyota,12,3.0,10000,1,1,0,3,Low
FZTCS,49,M,Manager,Single,Bachelor,60000,Rural,BMW,6,3.0,13000,3,3,2,36,Medium
OVXME,19,F,Artist,Widowed,Master,115000,Rural,Honda,3,3.0,6000,1,1,2,22,Medium
QGYZW,61,M,Engineer,Married,Master,125000,Urban,Nissan,6,2.5,11000,1,3,0,16,High
DYDKU,23,M,Manager,Married,Bachelor,120000,Urban,Tesla,12,2.0,19000,3,4,1,17,Low
FQVTN,34,M,Retired,Divorced,Master,130000,Urban,BMW,5,1.5,10000,0,3,2,4,Low
RXZBE,36,F,Doctor,Single,Master,30000,Suburban,Mercedes,3,2.5,18000,3,0,0,18,Medium
RCYGO,68,F,Engineer,Widowed,Bachelor,70000,Rural,Chevrolet,2,2.5,6000,2,3,1,34,Medium
YBBDF,21,F,Engineer,Single,Master,90000,Suburban,Chevrolet,1,1.5,12000,2,2,3,9,Low
BYYGB,21,M,Manager,Single,Bachelor,100000,Urban,Honda,10,2.5,8000,2,4,3,10,Medium
PMGJN,59,M,Teacher,Widowed,Master,100000,Urban,Ford,3,3.0,6000,2,2,1,3,Medium
JKFGH,30,M,Architect,Divorced,Master,90000,Rural,Ford,1,1.5,5000,0,0,2,24,Medium
PMOGP,51,F,Doctor,Widowed,PhD,135000,Rural,Toyota,12,3.0,19000,1,3,1,14,High
ZJNZH,62,M,Engineer,Married,Master,95000,Suburban,BMW,13,1.5,5000,3,3,0,34,High
OFHNY,23,M,Retired,Widowed,Master,70000,Urban,Audi,4,2.5,13000,2,4,3,29,Low
TCGJQ,20,M,Doctor,Single,PhD,100000,Suburban,Chevrolet,12,2.0,18000,0,2,0,33,Low
JGCGM,48,F,Teacher,Divorced,Master,50000,Rural,Tesla,10,3.5,14000,0,4,2,14,Medium
BDXQY,59,M,Engineer,Single,Master,65000,Suburban,BMW,3,2.0,19000,2,2,1,2,Low
DYZAO,45,F,Teacher,Divorced,Bachelor,70000,Urban,Mercedes,12,3.5,11000,1,0,0,11,High
WNOJN,27,F,Doctor,Married,Master,110000,Rural,Chevrolet,3,2.0,14000,0,2,2,15,High
IUMOE,47,M,Architect,Married,Master,105000,Urban,Tesla,13,3.0,10000,2,0,0,36,Low
XHKEW,63,F,Lawyer,Married,Master,85000,Urban,Ford,5,1.5,6000,1,2,0,3,Medium
MRGPM,33,F,Manager,Widowed,Bachelor,85000,Urban,Honda,14,3.5,8000,3,1,1,15,Medium
HIYFC,62,M,Retired,Single,PhD,135000,Urban,Chevrolet,7,1.5,9000,2,0,3,21,Low
MQZFZ,25,M,Lawyer,Widowed,Master,125000,Suburban,Ford,4,3.5,11000,3,4,2,11,Low
QJAFG,37,M,Doctor,Married,PhD,140000,Suburban,Chevrolet,1,1.5,5000,2,1,2,39,Low
RSDXK,57,M,Retired,Single,Bachelor,50000,Urban,Toyota,5,1.5,9000,2,2,2,26,Low
BANQW,52,F,Student,Single,Master,25000,Urban,Audi,10,4.0,18000,3,0,0,32,Low
REOZR,45,M,Architect,Single,Master,20000,Urban,Tesla,3,3.5,11000,0,4,2,16,Medium
XSCAK,67,M,Student,Widowed,Bachelor,135000,Urban,Mercedes,12,4.0,13000,3,4,0,20,High
UMGBP,68,M,Lawyer,Widowed,Master,145000,Suburban,Tesla,1,3.5,17000,3,3,3,37,Medium
ETRDE,47,M,Artist,Married,Master,125000,Rural,Tesla,6,2.0,15000,1,4,3,23,Low
AVHTD,55,M,Engineer,Single,PhD,100000,Suburban,Nissan,7,2.0,17000,1,3,1,13,High
FSEKI,59,M,Manager,Single,None,45000,Rural,Nissan,14,3.0,8000,1,4,0,10,Low
ZHJOD,19,M,Retired,Single,Master,130000,Rural,Tesla,11,3.0,15000,2,4,0,35,Medium
WAUQY,32,F,Teacher,Single,Master,50000,Suburban,Toyota,11,3.5,19000,3,2,0,1,Medium
KHBXB,35,F,Teacher,Widowed,Master,65000,Urban,Toyota,3,3.0,5000,2,4,3,32,Low
YSBSH,69,F,Architect,Widowed,Master,85000,Rural,Nissan,8,4.0,16000,3,2,3,9,Low
KNUEM,30,F,Student,Divorced,Master,145000,Urban,Mercedes,3,3.5,9000,2,4,2,36,Low
QOHUU,21,F,Student,Married,Master,125000,Rural,Tesla,6,3.0,16000,0,0,3,25,Low
EIYPT,68,F,Engineer,Married,Master,75000,Urban,Audi,12,1.5,16000,2,1,3,24,Low
KBBEH,53,M,Engineer,Divorced,Bachelor,110000,Urban,Tesla,6,2.5,10000,1,0,1,12,Low
CRRFT,18,F,Student,Widowed,Bachelor,75000,Suburban,Toyota,8,3.0,9000,0,3,3,4,Medium
KXEZJ,30,F,Lawyer,Widowed,Master,45000,Urban,Toyota,14,3.5,16000,0,1,0,2,Low
WINAK,52,F,Lawyer,Married,None,50000,Urban,Toyota,6,4.0,5000,1,0,3,12,Medium
QJEAM,69,M,Architect,Married,Bachelor,125000,Urban,Mercedes,6,3.0,8000,3,2,0,15,Medium
LJHKQ,32,M,Engineer,Divorced,PhD,55000,Urban,Chevrolet,1,3.5,15000,0,4,2,33,Low
URTQB,48,M,Doctor,Divorced,Bachelor,50000,Urban,Toyota,10,3.0,6000,2,2,3,29,Low
KYSEV,38,F,Engineer,Widowed,Master,105000,Suburban,Chevrolet,8,4.0,13000,2,0,0,32,Low
BWRQW,61,M,Artist,Widowed,Master,85000,Urban,Tesla,14,1.5,8000,0,0,3,27,Medium
ZEPVP,24,M,Teacher,Married,Master,145000,Urban,Honda,6,3.5,17000,0,0,2,28,Low
WQWAH,69,M,Manager,Widowed,Master,45000,Urban,Honda,8,4.0,18000,0,4,1,35,Low
VMJPF,45,M,Student,Divorced,PhD,125000,Rural,Nissan,7,3.5,12000,3,0,2,25,Low
VBTBN,22,M,Retired,Single,None,125000,Urban,Audi,3,3.5,15000,1,3,2,25,Low
IWKYF,52,M,Retired,Divorced,None,70000,Rural,BMW,3,4.0,18000,0,1,0,18,Medium
KCPZP,25,F,Architect,Widowed,Master,110000,Rural,Tesla,9,4.0,12000,2,1,3,28,Medium
AQKTG,28,M,Lawyer,Divorced,Master,145000,Urban,Nissan,1,4.0,7000,1,4,1,32,Medium
IXRYZ,40,M,Artist,Single,Master,145000,Suburban,Audi,11,1.5,8000,0,1,3,35,High
IKPKM,25,F,Lawyer,Widowed,Master,40000,Rural,Mercedes,6,1.5,7000,3,0,1,11,Low
QKYYE,62,F,Student,Single,Master,65000,Urban,Honda,5,1.5,8000,2,1,0,16,Medium
VBHRS,56,F,Engineer,Widowed,PhD,100000,Rural,Ford,14,2.5,6000,1,0,1,36,Low
UYDEO,49,M,Architect,Married,PhD,85000,Urban,Ford,10,2.0,11000,0,4,0,34,Medium
RBHLI,54,F,Teacher,Married,PhD,115000,Urban,BMW,4,1.5,15000,3,3,1,3,Low
KJCDZ,20,M,Artist,Single,Master,90000,Rural,Mercedes,11,3.0,19000,0,2,1,30,High
ICOKX,53,M,Artist,Single,Master,130000,Rural,Audi,2,2.0,8000,2,2,3,38,Low
LCSLL,19,F,Manager,Single,Master,115000,Urban,BMW,13,2.0,5000,0,1,0,13,Medium
ICCRA,65,M,Teacher,Widowed,Master,40000,Urban,Honda,8,2.5,19000,0,1,3,24,Low
HPMAW,63,F,Artist,Divorced,Bachelor,45000,Urban,Chevrolet,2,3.0,19000,0,3,3,16,Low
UMTXK,19,M,Doctor,Divorced,Bachelor,115000,Rural,Honda,10,2.5,19000,3,0,1,23,Low
HMDJQ,61,M,Teacher,Widowed,None,25000,Urban,Audi,4,4.0,15000,1,4,2,33,Low
IUAGU,67,M,Lawyer,Married,PhD,25000,Urban,Toyota,12,4.0,6000,0,4,3,1,Low
IJHWA,18,F,Architect,Widowed,PhD,35000,Urban,Chevrolet,12,2.0,15000,2,2,0,14,High
CTPFJ,27,M,Retired,Married,Bachelor,25000,Suburban,Mercedes,9,3.5,14000,2,2,0,34,Medium
