name,age,gender,occupation,marital_status,education_level,annual_income,residential_location,vehicle_make,vehicle_age,engine_size,mileage_driven_annually,accident_history,traffic_violations,claims_history,license_duration,risk_level,insurance_amount
YNYBJ,22,M,Student,Divorced,Bachelor,130000,Suburban,Tesla,10,2.5,7000,2,3,1,23,Medium,1350
WSDSF,49,M,Doctor,Married,Bachelor,25000,Suburban,BMW,13,3,13000,1,3,0,18,Medium,1100
GYZPB,39,M,Retired,Married,Bachelor,140000,Urban,Nissan,11,3.5,6000,1,0,3,26,Medium,950
HWLNK,35,F,Lawyer,Single,Master,25000,Urban,Tesla,14,2.5,17000,3,1,3,16,High,1250
UMXCM,26,M,Architect,Married,Bachelor,105000,Suburban,Tesla,1,2.5,11000,3,1,1,11,Low,1150
TTYNA,65,F,Manager,Widowed,Bachelor,70000,Suburban,Nissan,2,3.5,10000,2,3,3,12,Medium,1150
PEUGG,34,M,Architect,Widowed,PhD,125000,Urban,Ford,4,1.5,10000,0,0,2,11,Low,650
QMGGQ,53,F,Teacher,Single,,125000,Rural,Chevrolet,4,4,16000,1,2,2,25,Medium,1150
EWZCM,53,F,Retired,Widowed,Bachelor,75000,Rural,Audi,7,3,13000,0,3,0,24,Medium,700
PCDKF,47,M,Engineer,Widowed,Master,75000,Urban,Mercedes,11,3,18000,0,2,1,18,High,850
MZSTX,33,F,Student,Single,PhD,40000,Suburban,Mercedes,14,4,11000,0,4,2,18,Medium,850
KKDTE,37,M,Artist,Married,,45000,Suburban,Ford,4,2,5000,1,2,0,8,Medium,1000
VQNGZ,50,F,Engineer,Divorced,,75000,Suburban,Ford,7,1.5,8000,1,3,2,1,Low,1150
VHFNK,42,F,Architect,Single,PhD,130000,Urban,Chevrolet,4,3,17000,3,2,1,9,Medium,1150
IUXVP,30,M,Retired,Widowed,,125000,Suburban,Toyota,13,4,17000,2,1,3,5,High,1150
LKVAT,60,M,Manager,Married,,125000,Suburban,BMW,14,2,15000,2,4,3,25,Medium,1150
TSOFG,52,F,Artist,Single,Master,115000,Rural,Tesla,6,2,17000,2,3,0,32,Medium,1000
UFRMF,47,F,Architect,Divorced,PhD,90000,Urban,Tesla,7,3,7000,3,2,0,34,Low,1000
NILFN,60,F,Retired,Married,Bachelor,120000,Suburban,Ford,3,2.5,8000,1,3,0,8,Medium,1000
INOZD,37,M,Manager,Married,,75000,Rural,Honda,4,2.5,11000,3,3,2,1,Medium,1150
KVGPQ,24,F,Lawyer,Divorced,,115000,Suburban,Ford,5,3,7000,3,2,1,17,Medium,1350
SKUOL,42,F,Artist,Widowed,Master,35000,Suburban,Mercedes,3,2,10000,2,0,0,18,Medium,800
BBRFL,58,F,Student,Single,Master,110000,Suburban,Toyota,10,2.5,18000,2,0,0,36,Medium,800
HOGQD,20,M,Lawyer,Single,Master,75000,Rural,Tesla,7,1.5,18000,1,0,0,2,Low,1000
HBDGR,61,F,Artist,Divorced,,35000,Urban,Mercedes,11,2.5,10000,2,2,3,13,High,1150
VWAAZ,38,M,Teacher,Married,Master,125000,Urban,Tesla,7,3,5000,3,3,0,27,Low,1000
MMVFQ,60,F,Lawyer,Single,Master,20000,Rural,BMW,10,3,5000,1,4,2,16,Medium,1250
HLHLE,45,M,Retired,Divorced,,125000,Suburban,Tesla,6,4,17000,1,3,2,37,Medium,1150
VLJXK,30,M,Lawyer,Divorced,Master,105000,Suburban,Toyota,5,3,17000,3,3,2,2,Medium,1150
LCUEV,68,F,Student,Divorced,,115000,Rural,Audi,4,1.5,11000,3,1,3,13,Medium,1150
WMHPD,44,F,Retired,Single,Master,125000,Suburban,Ford,7,3.5,14000,0,4,2,14,Medium,850
ATNYJ,39,F,Retired,Married,Master,35000,Rural,Audi,12,4,17000,2,4,3,28,High,1150
DMVNC,39,F,Doctor,Divorced,Bachelor,110000,Urban,Ford,2,4,7000,3,3,2,30,Medium,1150
WHDOX,68,M,Lawyer,Divorced,PhD,55000,Suburban,Ford,8,3,16000,0,0,0,15,Medium,500
YJBPK,27,M,Engineer,Divorced,Master,145000,Rural,Honda,1,2.5,14000,3,2,0,11,Medium,1000
AVLKP,31,F,Student,Widowed,Master,20000,Urban,Audi,4,2.5,13000,3,2,0,20,Medium,1100
PWTLA,41,F,Architect,Widowed,,55000,Rural,BMW,6,2.5,17000,1,4,2,4,High,1150
AICNQ,57,F,Lawyer,Widowed,,100000,Urban,Honda,10,2,5000,3,0,3,10,Medium,950
MZTRK,36,F,Lawyer,Widowed,PhD,35000,Rural,BMW,11,2.5,16000,0,0,1,13,High,650
DFCQW,69,F,Retired,Single,Bachelor,140000,Urban,Nissan,8,3.5,8000,3,3,0,4,Medium,1000
HUMIM,68,F,Artist,Divorced,PhD,145000,Rural,Audi,11,4,18000,2,0,3,2,Medium,950
SMHTF,41,F,Manager,Divorced,Bachelor,125000,Suburban,Audi,3,3.5,12000,0,4,3,17,Medium,850
PYLMQ,18,M,Artist,Widowed,Bachelor,140000,Suburban,Mercedes,12,2,10000,0,3,1,27,Medium,1050
PMKJZ,19,F,Engineer,Single,,90000,Rural,Toyota,5,1.5,7000,0,1,2,22,Low,1050
QRLQS,32,F,Manager,Married,Master,145000,Urban,Nissan,10,1.5,15000,3,0,0,12,Medium,800
LJJHB,25,F,Lawyer,Divorced,,145000,Urban,Audi,11,1.5,5000,2,2,2,30,Low,1150
RNOFW,55,M,Teacher,Widowed,Master,90000,Urban,Tesla,9,2,18000,1,4,2,29,Medium,1150
JVREX,57,F,Manager,Married,,145000,Suburban,BMW,10,2,7000,1,4,0,16,Medium,1000
GGPZU,27,M,Lawyer,Widowed,,70000,Urban,Tesla,9,3.5,18000,0,1,3,13,High,850
AGTXV,36,F,Architect,Single,,80000,Urban,Ford,6,3.5,10000,0,2,3,2,High,850
YJDQJ,48,F,Student,Widowed,Master,25000,Rural,Mercedes,1,2.5,16000,0,2,1,26,Low,950
GWBZG,35,M,Artist,Single,,110000,Rural,Honda,9,3,15000,1,0,0,12,Low,800
DMZKT,61,F,Doctor,Widowed,Bachelor,60000,Urban,Toyota,11,2.5,9000,1,1,0,17,Medium,1000
QBTXF,49,M,Architect,Married,PhD,55000,Urban,Nissan,4,2.5,13000,3,4,2,35,High,1150
NRTFL,21,M,Architect,Widowed,Master,30000,Rural,Nissan,3,3,19000,2,1,3,30,Low,1350
VXOYE,37,M,Doctor,Widowed,PhD,55000,Urban,Toyota,14,3,17000,2,3,2,34,High,1150
MZWES,24,F,Artist,Single,PhD,20000,Rural,Chevrolet,14,3,17000,1,4,1,7,High,1450
CMTNU,43,M,Teacher,Divorced,PhD,120000,Rural,Honda,2,3.5,6000,2,0,3,15,Medium,950
UOGBA,66,F,Engineer,Single,PhD,50000,Rural,Mercedes,14,4,5000,2,4,2,18,Medium,1150
SOGUL,37,F,Engineer,Single,PhD,20000,Urban,Toyota,13,1.5,14000,2,1,3,2,High,1250
CFIAV,47,M,Doctor,Married,Master,55000,Rural,Chevrolet,7,3.5,14000,3,0,3,26,Medium,950
OLUZV,61,F,Lawyer,Married,Master,60000,Rural,Chevrolet,4,4,16000,0,3,1,10,Medium,850
MWHLS,63,M,Artist,Married,Bachelor,100000,Urban,Nissan,7,3,7000,0,0,3,24,Medium,650
MDSET,57,M,Student,Divorced,PhD,75000,Urban,Toyota,13,4,19000,3,4,2,20,High,1150
AFSWD,55,M,Manager,Married,PhD,55000,Urban,Nissan,9,4,13000,0,0,1,5,High,650
OOLWY,53,F,Teacher,Divorced,Master,20000,Suburban,Toyota,13,3,7000,3,1,1,30,Medium,1250
ZWXGB,18,F,Student,Widowed,Bachelor,25000,Suburban,Mercedes,4,3,5000,0,2,2,29,Medium,1150
NIIKQ,43,F,Doctor,Single,Bachelor,55000,Rural,Toyota,4,2.5,16000,3,4,0,19,Medium,1000
GLXHH,50,M,Retired,Married,Master,35000,Rural,Ford,1,2,18000,0,4,0,36,Medium,700
QVCYD,67,M,Manager,Divorced,Bachelor,55000,Rural,Audi,2,2.5,15000,2,4,2,32,Medium,1150
QLIUA,34,M,Student,Married,PhD,70000,Suburban,Honda,10,2,7000,3,4,1,31,Medium,1150
MMZTO,33,F,Retired,Widowed,Bachelor,95000,Rural,Tesla,8,3,10000,1,0,3,37,Low,950
JSUHP,43,F,Engineer,Divorced,PhD,75000,Urban,Chevrolet,14,4,11000,3,2,2,15,High,1150
SEAWF,20,F,Artist,Married,,105000,Suburban,Tesla,11,1.5,12000,2,0,3,29,Low,1150
JJHIZ,47,M,Manager,Single,,80000,Suburban,Toyota,13,2,18000,1,1,3,39,Medium,1150
WLJFW,20,F,Lawyer,Widowed,,60000,Suburban,Nissan,14,4,13000,0,2,2,4,High,1050
ATNTZ,54,M,Teacher,Widowed,Master,65000,Rural,BMW,2,3,9000,1,4,1,27,Medium,1150
WBWTK,48,M,Architect,Widowed,Bachelor,105000,Suburban,Toyota,11,3,13000,1,3,0,2,High,1000
PLWPT,24,M,Student,Single,Bachelor,40000,Rural,Honda,11,2.5,9000,1,1,0,37,Medium,1200
LBEON,31,F,Manager,Married,,35000,Rural,Audi,14,1.5,12000,0,2,0,3,High,700
MUUPN,18,F,Student,Divorced,Master,140000,Rural,Chevrolet,7,2,14000,0,4,3,10,Low,1050
MSHGU,54,F,Retired,Widowed,Bachelor,110000,Rural,Nissan,10,2.5,17000,1,3,2,30,Medium,1150
SKZUC,38,F,Teacher,Divorced,Bachelor,140000,Rural,Tesla,12,4,12000,3,3,3,5,Medium,1150
GOIJQ,31,F,Architect,Widowed,Master,125000,Urban,Honda,1,3,9000,1,1,1,25,Low,1150
VQKNI,23,F,Manager,Married,PhD,50000,Urban,Toyota,12,4,9000,1,4,3,13,High,1350
SENYY,52,M,Architect,Widowed,Bachelor,140000,Urban,Toyota,1,4,12000,2,2,2,25,Medium,1150
WOWKU,29,M,Doctor,Divorced,,75000,Urban,Chevrolet,6,3,15000,2,3,2,24,High,1150
BMDRI,49,M,Artist,Married,Master,25000,Urban,Audi,11,3.5,13000,3,2,2,15,High,1250
PIPYN,47,F,Architect,Divorced,,130000,Urban,Ford,9,4,10000,3,0,0,24,Medium,800
EOKFL,65,M,Lawyer,Divorced,PhD,95000,Rural,Toyota,7,3,7000,0,1,3,30,Low,850
DJZJM,53,F,Teacher,Divorced,Bachelor,140000,Rural,Tesla,12,4,7000,2,3,1,13,Medium,1150
VXALE,35,F,Artist,Widowed,PhD,80000,Suburban,Ford,13,3,19000,1,4,2,3,High,1150
GNBZF,23,F,Teacher,Widowed,Bachelor,110000,Urban,Toyota,11,1.5,16000,1,3,3,28,High,1350
NERFQ,65,F,Manager,Widowed,Bachelor,20000,Urban,Ford,3,2,19000,3,2,3,28,High,1250
BDFIH,69,F,Student,Divorced,Master,35000,Urban,BMW,5,4,11000,0,4,1,3,Medium,850
CGYMU,59,M,Engineer,Divorced,PhD,130000,Suburban,Ford,6,1.5,15000,2,0,3,4,Medium,950
QJHSB,20,M,Retired,Married,Master,35000,Suburban,BMW,11,1.5,12000,1,2,3,38,Medium,1350
DQFGY,58,M,Student,Divorced,PhD,100000,Suburban,Chevrolet,13,4,17000,1,0,1,22,High,950
ASPBQ,66,F,Doctor,Widowed,,100000,Suburban,Mercedes,2,3.5,11000,2,1,0,36,Medium,1000
INURQ,42,M,Architect,Divorced,Master,105000,Urban,Mercedes,10,4,14000,1,3,3,8,High,1150
GOOST,19,F,Architect,Widowed,,145000,Suburban,Chevrolet,9,3.5,19000,3,2,0,5,High,1200
VPLYI,27,F,Teacher,Divorced,,30000,Suburban,Mercedes,10,3.5,13000,1,1,0,14,Medium,1000
DYAJB,28,M,Architect,Widowed,,105000,Rural,Toyota,4,2.5,10000,2,3,1,38,Low,1150
WRWWM,45,M,Architect,Divorced,,140000,Urban,Honda,5,3,19000,3,4,3,3,High,1150
TQOMM,29,M,Artist,Married,Bachelor,65000,Rural,Mercedes,7,4,16000,0,3,2,14,High,850
TBAGN,32,M,Artist,Single,Bachelor,130000,Suburban,Toyota,8,3,10000,3,3,2,27,Medium,1150
EYODI,41,M,Architect,Single,Master,70000,Rural,Chevrolet,1,1.5,15000,1,1,1,14,Low,1150
GACVM,20,F,Artist,Divorced,Master,80000,Rural,Honda,13,1.5,10000,3,3,0,32,Medium,1200
BLWLI,69,M,Retired,Married,Master,140000,Rural,Ford,11,2.5,17000,3,3,2,37,Medium,1150
YEPGI,32,F,Student,Married,PhD,85000,Suburban,Ford,8,3.5,7000,1,2,3,33,Medium,1150
QLFLN,63,F,Retired,Widowed,PhD,55000,Urban,Chevrolet,11,1.5,19000,2,4,3,15,High,1150
WOQAN,52,F,Architect,Widowed,Bachelor,105000,Rural,Nissan,1,1.5,5000,0,0,3,13,Low,650
XFTEY,44,M,Manager,Single,Master,100000,Urban,Toyota,1,4,14000,0,4,1,11,High,850
MDCAB,40,F,Teacher,Widowed,Bachelor,60000,Urban,Tesla,5,2.5,13000,0,1,1,36,Low,850
CVXPU,56,F,Teacher,Divorced,PhD,80000,Suburban,Tesla,9,4,13000,3,4,0,28,Medium,1000
GTVAW,62,F,Doctor,Married,PhD,65000,Suburban,Chevrolet,11,1.5,19000,3,4,1,3,High,1150
PFCEF,20,M,Teacher,Married,PhD,125000,Rural,Chevrolet,7,3.5,13000,0,2,2,24,Low,1050
LQFWO,60,M,Student,Divorced,Master,120000,Urban,Tesla,5,1.5,16000,3,3,0,19,Medium,1000
SGWKV,44,F,Manager,Married,,55000,Urban,Honda,2,1.5,8000,0,0,0,4,Low,500
UWNTV,64,M,Teacher,Single,,75000,Urban,Honda,4,2.5,18000,2,0,0,29,Medium,800
TYWKW,65,M,Artist,Widowed,Bachelor,95000,Urban,Toyota,4,3,16000,3,1,3,5,High,1150
QAMUL,63,F,Architect,Widowed,,25000,Urban,BMW,13,3.5,15000,0,1,0,36,High,800
PTCHH,59,M,Engineer,Single,,40000,Suburban,Ford,11,1.5,14000,0,2,3,10,High,850
IVXQH,30,F,Student,Widowed,Bachelor,75000,Rural,Nissan,10,3.5,17000,3,2,2,17,High,1150
IKVVC,26,M,Retired,Widowed,Master,65000,Suburban,Ford,1,3,6000,0,2,3,1,Low,850
ETLLW,50,F,Retired,Single,PhD,110000,Suburban,Ford,10,2,8000,0,1,0,2,Low,700
ZLWLA,34,F,Retired,Divorced,Bachelor,100000,Urban,Mercedes,10,1.5,6000,0,1,1,12,Low,850
QMYDF,19,F,Engineer,Widowed,PhD,30000,Suburban,Toyota,5,2.5,8000,2,3,3,19,Medium,1350
ASWCH,18,M,Engineer,Single,Bachelor,140000,Rural,Ford,13,1.5,10000,1,1,1,14,Low,1350
YWCSN,39,M,Artist,Single,PhD,40000,Suburban,Chevrolet,7,1.5,5000,2,2,2,5,Medium,1150
JJWAU,33,M,Teacher,Divorced,,120000,Rural,Chevrolet,9,2.5,6000,1,1,3,38,Low,1150
JGZBI,56,M,Lawyer,Divorced,Bachelor,125000,Suburban,Tesla,14,3.5,12000,1,3,1,1,High,1150
LBNNR,37,F,Architect,Married,Master,115000,Rural,Tesla,11,3,13000,1,1,3,14,Medium,1150
GKEMK,35,M,Manager,Single,Bachelor,90000,Urban,Chevrolet,1,1.5,11000,1,1,3,39,Low,1150
FUWNF,41,M,Artist,Married,Bachelor,35000,Suburban,Ford,12,2.5,10000,0,4,1,9,Medium,850
DVGND,63,M,Lawyer,Widowed,Master,140000,Urban,Tesla,10,1.5,12000,3,0,0,1,Medium,800
FYLOS,55,F,Architect,Widowed,,80000,Rural,Toyota,7,2.5,18000,2,3,3,6,High,1150
IGGIA,50,M,Lawyer,Married,PhD,110000,Rural,Toyota,12,2,13000,3,4,3,37,Medium,1150
IAHVF,30,F,Architect,Divorced,,40000,Rural,Tesla,7,4,14000,3,3,3,29,Medium,1150
IHZNW,54,F,Artist,Divorced,Bachelor,45000,Urban,Nissan,9,4,11000,3,1,2,16,High,1150
SGWLQ,25,M,Manager,Married,,90000,Suburban,Chevrolet,2,4,19000,2,3,1,14,Medium,1150
SPPVS,55,M,Retired,Widowed,Master,115000,Urban,Audi,2,3.5,7000,0,2,2,28,Medium,850
VKFTK,35,M,Student,Divorced,Master,65000,Suburban,BMW,14,2.5,8000,2,0,2,21,Medium,950
TOOAB,59,M,Student,Divorced,,50000,Suburban,Mercedes,9,1.5,13000,3,4,2,6,Medium,1150
NRDLT,41,F,Manager,Single,PhD,80000,Suburban,BMW,6,3,19000,1,2,1,25,Medium,1150
IXOKU,68,M,Manager,Divorced,,95000,Suburban,Mercedes,9,3.5,11000,3,2,0,23,Medium,1000
ETTQT,63,F,Teacher,Married,Bachelor,75000,Urban,Nissan,7,3.5,13000,3,0,2,27,High,950
HHMOI,36,F,Manager,Divorced,PhD,120000,Rural,Mercedes,13,3,17000,0,0,1,32,Medium,650
ZUNSS,36,M,Doctor,Single,PhD,100000,Rural,Toyota,13,3,19000,3,3,3,36,Medium,1150
CNOYC,30,M,Engineer,Widowed,Bachelor,90000,Suburban,BMW,7,3,13000,3,2,3,5,Medium,1150
OINHB,25,M,Retired,Single,Master,95000,Urban,Honda,13,3.5,12000,2,0,1,7,High,950
XAXVA,39,F,Artist,Single,Bachelor,145000,Rural,Mercedes,12,2,12000,3,1,0,34,Medium,1000
RMOBU,25,F,Engineer,Single,Bachelor,115000,Suburban,Nissan,5,3,7000,0,0,2,28,Low,650
FSSXX,19,M,Teacher,Married,Master,120000,Rural,Toyota,1,3,8000,3,3,1,34,Medium,1350
XQQDP,67,F,Engineer,Single,PhD,85000,Urban,Honda,3,2.5,12000,0,1,1,14,Low,850
IIWOI,20,F,Artist,Widowed,PhD,130000,Rural,Honda,13,2.5,17000,1,1,2,36,Low,1350
KRNMM,62,M,Retired,Married,,120000,Rural,Nissan,12,2,17000,0,3,1,13,High,850
ALKWQ,50,F,Architect,Divorced,Master,25000,Rural,Nissan,2,1.5,8000,3,1,0,31,Low,1100
ARCAA,54,M,Artist,Single,,50000,Rural,Honda,6,2.5,17000,1,0,3,12,Medium,950
OEYSI,48,F,Student,Divorced,,125000,Suburban,Audi,5,1.5,15000,3,1,1,19,Medium,1150
IPCOZ,46,M,Lawyer,Widowed,Bachelor,80000,Urban,BMW,8,4,15000,0,2,2,36,Medium,850
LXKGE,50,F,Teacher,Widowed,Bachelor,45000,Urban,Tesla,5,3.5,6000,3,2,1,15,High,1150
CKCKR,31,M,Teacher,Married,Bachelor,55000,Urban,Honda,14,2,10000,0,0,0,7,Low,500
PXOSO,57,F,Student,Widowed,Bachelor,105000,Urban,Toyota,6,2.5,18000,2,3,1,24,High,1150
RRNCH,46,M,Doctor,Single,,120000,Suburban,Audi,13,3.5,16000,2,0,3,35,Medium,950
BKUAZ,20,F,Student,Married,PhD,30000,Suburban,Chevrolet,4,4,5000,0,2,1,34,Medium,1050
GHWIL,27,M,Artist,Single,Bachelor,95000,Urban,Audi,1,3.5,6000,2,3,2,16,Medium,1150
EWYUQ,37,M,Engineer,Widowed,,120000,Rural,Toyota,11,2.5,5000,2,2,2,31,Medium,1150
MWACA,19,M,Architect,Widowed,PhD,105000,Rural,Tesla,10,3.5,13000,2,4,3,32,Medium,1350
RTOXL,38,F,Architect,Married,Bachelor,35000,Suburban,Mercedes,13,3,11000,3,3,0,1,Medium,1000
LYLFW,23,F,Retired,Divorced,PhD,115000,Urban,Toyota,2,3,19000,1,3,3,30,High,1350
PTYSJ,67,F,Artist,Married,Master,95000,Urban,Ford,1,3.5,16000,2,2,0,16,Medium,1000
DPVFC,56,M,Artist,Divorced,PhD,90000,Rural,Nissan,8,2,17000,2,1,2,38,Medium,1150
ZHOOS,44,M,Doctor,Single,Master,25000,Urban,Audi,1,2,16000,2,2,1,38,Low,1250
GOFLK,43,F,Engineer,Single,Bachelor,75000,Urban,Honda,6,3.5,17000,2,2,3,1,High,1150
AZWLU,54,F,Lawyer,Married,Master,95000,Rural,Toyota,12,1.5,5000,2,0,2,21,Medium,950
LCUGH,48,M,Engineer,Divorced,Bachelor,25000,Rural,Nissan,11,2,15000,3,4,0,37,Medium,1100
YENHX,27,M,Artist,Married,Bachelor,75000,Suburban,Nissan,1,2,15000,3,4,3,14,Medium,1150
HHFOO,26,M,Student,Widowed,,100000,Urban,Toyota,5,3,15000,2,3,2,23,High,1150
TQGIA,66,M,Teacher,Married,PhD,65000,Suburban,Toyota,2,4,6000,1,4,2,21,Medium,1150
HIXND,20,F,Manager,Divorced,,95000,Urban,Toyota,1,2,6000,2,2,0,2,Low,1200
ZJQVJ,21,F,Retired,Divorced,PhD,130000,Rural,Nissan,11,2,17000,0,0,3,32,Low,850
NEOFR,68,M,Engineer,Divorced,,35000,Rural,Chevrolet,12,2.5,14000,0,0,0,4,High,500
RSLGV,57,M,Manager,Divorced,Master,55000,Urban,Chevrolet,6,2.5,14000,3,4,1,6,High,1150
JOPQX,54,F,Manager,Single,Master,125000,Urban,Ford,7,4,10000,1,4,1,22,Medium,1150
CVGGF,31,M,Artist,Divorced,Master,65000,Urban,Honda,1,2.5,6000,1,1,2,38,Low,1150
VVEJD,25,M,Doctor,Single,Bachelor,45000,Suburban,Ford,6,2.5,12000,2,3,1,13,Medium,1150
CZEID,52,M,Student,Divorced,Master,35000,Urban,Audi,10,1.5,15000,0,1,3,25,Medium,850
ALQAT,69,M,Architect,Married,,120000,Rural,Ford,5,4,8000,2,2,1,30,Medium,1150
ISBKN,63,F,Teacher,Single,Bachelor,20000,Rural,Tesla,13,4,7000,3,3,1,1,Medium,1250
DTETS,64,F,Manager,Married,,95000,Rural,Mercedes,14,4,16000,1,4,2,35,High,1150
QSSEL,32,M,Manager,Single,Master,145000,Urban,Toyota,12,2.5,19000,3,0,3,28,Medium,950
RWTOM,45,F,Engineer,Divorced,,30000,Rural,Tesla,6,2,10000,0,4,0,9,Medium,700
OJVHC,25,F,Engineer,Widowed,,40000,Suburban,Audi,9,3.5,13000,0,2,0,37,Medium,700
IIMWT,22,M,Teacher,Single,Bachelor,140000,Rural,BMW,9,4,13000,1,1,0,25,Low,1200
YIBMF,56,M,Engineer,Married,Master,135000,Suburban,Audi,11,2.5,16000,3,4,2,9,High,1150
JZVEF,54,M,Lawyer,Single,Master,30000,Urban,Nissan,11,3.5,14000,0,1,0,15,High,700
GRFNQ,62,F,Artist,Married,Master,90000,Urban,Nissan,4,3.5,8000,3,0,3,9,High,950
FGVZA,62,M,Artist,Married,Bachelor,30000,Suburban,Ford,2,2.5,16000,0,1,3,4,High,850
ORZKX,25,M,Retired,Divorced,Bachelor,85000,Rural,Toyota,8,3,17000,0,0,3,23,Low,650
BCIZK,43,F,Student,Married,Bachelor,105000,Suburban,Toyota,3,3.5,17000,3,4,0,8,Medium,1000
JTWQQ,29,F,Retired,Single,,20000,Rural,Honda,1,1.5,15000,2,2,3,30,Low,1250
XGPDK,45,M,Architect,Widowed,PhD,70000,Urban,Chevrolet,5,3,19000,3,1,2,9,High,1150
ULLQW,32,F,Architect,Married,,75000,Rural,Chevrolet,9,3,6000,3,2,0,8,Medium,1000
RYUJX,58,F,Teacher,Widowed,,55000,Rural,Nissan,10,3.5,5000,2,1,0,20,Medium,1000
PVFCE,62,F,Doctor,Widowed,PhD,120000,Urban,Audi,10,2.5,17000,0,0,0,16,High,500
EOXMY,51,M,Lawyer,Divorced,Master,125000,Suburban,Nissan,8,3.5,19000,2,0,0,12,Medium,800
SAWSC,26,F,Teacher,Divorced,Master,95000,Rural,Ford,13,4,19000,2,3,0,24,High,1000
DUUJB,65,M,Retired,Married,,30000,Rural,Chevrolet,1,1.5,15000,1,0,0,8,Medium,800
KLOZJ,20,M,Student,Married,Bachelor,95000,Rural,Honda,11,1.5,17000,2,1,2,33,Low,1350
HTJIP,35,M,Doctor,Married,Bachelor,85000,Suburban,Tesla,10,2,8000,3,4,2,22,Medium,1150
XCYWC,57,M,Student,Widowed,Bachelor,50000,Suburban,Tesla,9,2,7000,2,4,2,13,Medium,1150
KVQNQ,67,M,Lawyer,Divorced,Bachelor,100000,Suburban,BMW,11,2,17000,0,3,2,15,High,850
VSYNQ,39,F,Teacher,Married,PhD,35000,Rural,Mercedes,7,2,17000,0,2,1,9,High,850
VZLTL,64,M,Teacher,Married,Bachelor,55000,Rural,Audi,11,4,13000,0,1,1,23,High,850
WQMIE,39,F,Student,Divorced,PhD,55000,Rural,Mercedes,6,2,7000,2,1,0,18,Low,1000
NKJEB,44,F,Lawyer,Divorced,,120000,Rural,Toyota,10,1.5,16000,3,4,0,3,Medium,1000
VUCGB,50,M,Lawyer,Single,Master,115000,Urban,Mercedes,5,3,11000,2,3,2,38,Low,1150
SSQBQ,41,F,Engineer,Single,PhD,145000,Suburban,Tesla,7,4,8000,0,0,3,25,Low,650
AGDTU,53,F,Engineer,Widowed,PhD,65000,Urban,Chevrolet,4,2,7000,0,1,3,5,High,850
QFGKR,62,M,Manager,Widowed,,40000,Suburban,Mercedes,10,4,11000,3,3,3,18,Medium,1150
WSWFP,51,F,Retired,Married,,80000,Suburban,Nissan,4,3,17000,3,4,2,14,Medium,1150
NEDMO,49,F,Student,Single,PhD,30000,Suburban,Nissan,1,2,11000,1,4,0,15,Medium,1000
GTDAK,44,M,Manager,Divorced,PhD,105000,Rural,Ford,14,2.5,15000,2,3,0,7,High,1000
EEPMT,43,F,Architect,Single,,120000,Rural,Toyota,9,1.5,5000,1,3,2,36,Medium,1150
YNNCF,25,F,Doctor,Married,Bachelor,35000,Suburban,Chevrolet,2,4,12000,0,4,3,18,Medium,850
FLPEN,26,M,Manager,Divorced,,75000,Suburban,Chevrolet,4,3.5,12000,0,4,1,31,Medium,850
RLDXS,25,F,Lawyer,Married,PhD,90000,Suburban,Chevrolet,9,3.5,16000,1,2,1,6,High,1150
MGJVJ,59,M,Retired,Married,PhD,35000,Urban,Nissan,9,4,8000,3,2,3,10,High,1150
XHNPL,29,M,Retired,Married,PhD,60000,Urban,Nissan,3,2,13000,0,3,2,4,High,850
OPRVW,59,F,Student,Single,Master,55000,Rural,Toyota,12,4,15000,3,3,0,16,High,1000
EPRPU,35,F,Retired,Divorced,,120000,Rural,Tesla,4,3.5,10000,3,0,0,37,Medium,800
RDHRO,39,F,Student,Divorced,,85000,Suburban,Ford,11,4,16000,1,4,2,38,Medium,1150
YZJIY,26,M,Architect,Widowed,Bachelor,110000,Urban,Mercedes,6,4,5000,3,1,0,39,Low,1000
FJCEQ,64,F,Architect,Single,PhD,135000,Rural,Nissan,10,1.5,11000,0,2,2,9,Medium,850
XRQAS,48,F,Engineer,Widowed,Bachelor,35000,Suburban,Nissan,12,1.5,13000,3,3,3,8,Medium,1150
WTZIC,49,M,Student,Married,PhD,130000,Suburban,Toyota,2,3,8000,2,2,0,9,Medium,1000
AGRPH,39,M,Teacher,Single,Master,40000,Rural,BMW,7,2,5000,3,3,1,12,Medium,1150
QRXEP,33,M,Doctor,Divorced,Bachelor,40000,Urban,Honda,4,1.5,19000,2,2,3,23,High,1150
LMWTY,38,F,Retired,Single,PhD,145000,Rural,Audi,2,3,11000,3,4,1,11,Medium,1150
STBEP,59,F,Architect,Divorced,Master,80000,Urban,Honda,14,2,7000,3,1,1,35,Medium,1150
SKGJD,32,F,Lawyer,Widowed,Master,85000,Suburban,Chevrolet,14,2,8000,2,1,3,29,Medium,1150
PXMAB,26,F,Doctor,Single,Master,70000,Suburban,Honda,9,1.5,9000,3,0,3,10,Medium,950
DFUEE,66,F,Lawyer,Widowed,Master,70000,Suburban,Tesla,9,3,5000,0,0,2,31,Medium,650
PFWBK,63,F,Retired,Single,Bachelor,100000,Urban,Toyota,6,2.5,5000,0,2,3,5,Low,850
QPCDB,34,F,Engineer,Married,,45000,Urban,BMW,13,3.5,9000,3,4,2,19,High,1150
MTXEU,35,M,Engineer,Divorced,,145000,Suburban,Honda,12,3,16000,2,0,0,17,Medium,800
