age,gender,occupation,marital_status,education_level,annual_income,residential_location,vehicle_make,vehicle_age,engine_size,mileage_driven_annually,accident_history,traffic_violations,claims_history,license_duration,risk
39,F,Doctor,Widowed,Bachelor,75000,Rural,Nissan,8,1.5,19000,2,2,2,22,High
45,M,Artist,Widowed,Bachelor,80000,Urban,Mercedes,8,3.5,9000,1,2,1,33,Medium
61,M,Engineer,Single,Master,85000,Suburban,Chevrolet,3,1.5,6000,0,3,1,34,High
48,F,Engineer,Single,Bachelor,70000,Urban,Chevrolet,14,4.0,11000,0,3,0,17,High
50,M,Engineer,Single,PhD,140000,Rural,Nissan,7,2.0,8000,3,2,2,2,High
28,F,Manager,Single,PhD,85000,Urban,Toyota,7,3.0,7000,0,0,0,12,Low
35,M,Student,Widowed,Master,105000,Suburban,Honda,2,1.5,9000,2,4,3,4,High
28,M,Artist,Divorced,PhD,115000,Urban,Honda,5,2.0,7000,2,0,1,10,Medium
21,M,Architect,Married,None,95000,Suburban,Tesla,10,3.0,12000,0,4,0,35,High
45,F,Architect,Widowed,None,40000,Urban,Toyota,12,2.5,16000,1,2,0,25,High
56,M,Lawyer,Single,Master,135000,Urban,Nissan,10,2.5,18000,3,3,2,17,High
18,F,Doctor,Divorced,None,20000,Urban,Chevrolet,8,1.5,7000,1,3,1,34,High
42,F,Artist,Widowed,Bachelor,20000,Suburban,BMW,4,1.5,7000,1,0,3,33,High
55,M,Doctor,Single,PhD,70000,Suburban,Toyota,12,3.0,18000,2,2,3,19,High
67,F,Architect,Widowed,PhD,30000,Suburban,Ford,13,4.0,18000,2,0,3,8,High
20,F,Engineer,Married,None,50000,Suburban,Honda,14,1.5,17000,2,1,0,3,High
51,M,Artist,Widowed,Bachelor,20000,Suburban,Ford,7,1.5,12000,1,3,0,29,High
40,F,Artist,Divorced,PhD,145000,Urban,Toyota,8,2.0,12000,0,1,1,14,Medium
46,M,Teacher,Divorced,None,65000,Rural,Audi,10,4.0,5000,2,3,0,17,High
19,M,Lawyer,Widowed,Bachelor,30000,Urban,Ford,14,2.5,12000,1,4,0,22,High
54,F,Student,Widowed,None,45000,Rural,Chevrolet,10,1.5,5000,2,1,1,10,Medium
45,F,Retired,Divorced,Bachelor,40000,Rural,BMW,14,1.5,13000,1,1,2,20,High
31,M,Artist,Married,None,25000,Urban,Mercedes,12,4.0,8000,0,0,2,8,High
66,F,Student,Single,None,65000,Urban,Mercedes,11,3.0,15000,3,2,3,19,High
30,F,Doctor,Single,Bachelor,85000,Rural,Mercedes,10,3.0,6000,3,3,0,18,High
35,M,Engineer,Married,Bachelor,145000,Urban,Toyota,2,3.5,14000,3,1,2,4,High
41,M,Artist,Widowed,Bachelor,20000,Rural,Nissan,5,2.0,18000,2,1,0,36,High
38,F,Teacher,Widowed,None,35000,Suburban,Audi,9,3.5,17000,3,0,1,22,Medium
59,F,Teacher,Married,None,95000,Urban,Honda,7,2.5,18000,0,1,2,31,High
65,F,Lawyer,Widowed,None,140000,Rural,Audi,7,1.5,7000,3,3,1,2,High
65,F,Lawyer,Widowed,Master,130000,Rural,Honda,9,1.5,19000,2,1,2,2,High
40,F,Lawyer,Widowed,PhD,40000,Rural,Honda,4,2.5,11000,2,0,3,31,High
20,F,Retired,Divorced,PhD,30000,Urban,Honda,14,3.5,16000,3,4,0,18,High
48,F,Teacher,Married,Master,125000,Urban,Honda,13,1.5,12000,3,3,1,4,High
27,M,Teacher,Single,None,25000,Rural,Nissan,10,2.0,7000,2,3,0,22,High
35,F,Retired,Divorced,Master,40000,Rural,Mercedes,6,3.0,14000,0,4,3,19,High
29,F,Teacher,Married,Master,60000,Suburban,Audi,2,2.0,10000,2,4,0,5,High
33,M,Lawyer,Divorced,None,55000,Suburban,Tesla,14,3.0,14000,3,1,1,38,High
37,M,Architect,Divorced,PhD,75000,Suburban,Nissan,3,2.5,12000,3,2,1,5,Medium
39,F,Manager,Divorced,None,130000,Rural,Chevrolet,5,3.0,5000,0,2,0,33,Low
32,F,Manager,Single,Bachelor,115000,Urban,Tesla,5,3.5,6000,3,0,0,12,Low
39,F,Manager,Divorced,None,85000,Suburban,Nissan,1,2.5,11000,2,3,3,27,High
60,F,Doctor,Widowed,None,75000,Rural,Chevrolet,3,2.5,19000,1,0,0,8,High
23,M,Retired,Single,None,135000,Rural,Chevrolet,7,1.5,16000,2,1,0,38,Medium
21,F,Doctor,Divorced,PhD,100000,Rural,Ford,12,4.0,14000,2,3,3,34,High
49,F,Engineer,Divorced,Master,25000,Urban,BMW,10,2.5,17000,3,1,1,3,Medium
37,F,Artist,Single,None,85000,Suburban,Honda,3,3.5,14000,0,2,1,2,Medium
53,F,Lawyer,Married,Bachelor,95000,Suburban,Honda,7,3.0,12000,1,1,3,27,High
26,F,Engineer,Married,None,100000,Rural,Mercedes,7,2.5,14000,0,1,0,1,Medium
40,F,Architect,Widowed,Master,55000,Rural,Toyota,4,1.5,9000,2,0,3,28,High
33,F,Artist,Divorced,None,115000,Rural,Nissan,4,3.5,18000,1,4,0,26,High
28,M,Lawyer,Single,None,125000,Urban,Nissan,2,4.0,11000,0,1,2,8,High
39,M,Lawyer,Married,PhD,70000,Suburban,Mercedes,4,2.0,18000,3,2,0,18,High
37,M,Engineer,Widowed,Master,25000,Urban,Ford,4,3.0,16000,3,4,0,27,High
67,F,Retired,Divorced,None,145000,Urban,Chevrolet,7,1.5,18000,2,2,0,9,High
43,F,Retired,Married,PhD,45000,Suburban,Mercedes,3,4.0,13000,3,0,3,14,High
59,F,Teacher,Divorced,None,80000,Rural,Tesla,14,1.5,19000,1,2,0,11,High
27,M,Manager,Widowed,None,55000,Suburban,Audi,4,3.0,9000,1,0,1,21,Medium
34,M,Engineer,Widowed,Master,95000,Urban,Ford,7,4.0,9000,3,1,3,27,High
65,M,Doctor,Single,Bachelor,115000,Urban,Mercedes,9,1.5,15000,0,3,2,20,High
29,M,Teacher,Divorced,PhD,105000,Urban,Honda,3,1.5,9000,1,3,3,14,High
69,M,Student,Widowed,Bachelor,115000,Urban,Honda,9,2.5,8000,0,1,2,34,High
35,F,Architect,Married,PhD,115000,Rural,Nissan,7,1.5,18000,1,1,0,23,High
46,F,Architect,Married,Master,35000,Suburban,Toyota,5,3.0,12000,3,3,0,1,High
38,M,Teacher,Divorced,None,70000,Suburban,Toyota,9,3.0,16000,3,4,1,39,High
69,M,Artist,Single,Bachelor,40000,Suburban,Mercedes,10,3.0,14000,0,2,3,19,High
29,M,Retired,Widowed,PhD,140000,Rural,Audi,9,4.0,6000,0,1,0,24,Low
19,M,Manager,Married,Master,115000,Urban,Mercedes,13,4.0,10000,0,4,1,31,High
19,F,Retired,Widowed,None,65000,Urban,Nissan,3,2.5,12000,0,0,2,26,High
38,M,Engineer,Widowed,Bachelor,135000,Urban,Mercedes,9,2.5,16000,3,1,3,31,High
26,F,Lawyer,Married,None,50000,Rural,Nissan,10,3.0,18000,2,3,2,33,High
64,F,Lawyer,Divorced,Master,25000,Urban,Chevrolet,14,3.0,18000,2,3,0,4,High
58,M,Artist,Married,PhD,140000,Urban,Ford,11,4.0,10000,2,2,3,5,High
33,F,Architect,Widowed,PhD,105000,Urban,Tesla,6,3.0,11000,0,1,3,36,High
28,F,Artist,Widowed,Master,20000,Urban,Tesla,11,3.0,12000,2,2,0,24,Low
36,F,Lawyer,Divorced,None,40000,Suburban,BMW,7,3.5,5000,2,2,3,34,High
21,M,Doctor,Divorced,Bachelor,100000,Rural,Nissan,1,4.0,8000,3,0,3,11,High
47,F,Teacher,Widowed,PhD,120000,Urban,Nissan,1,1.5,12000,2,1,1,34,Medium
33,M,Architect,Divorced,PhD,35000,Suburban,Audi,1,1.5,9000,2,4,3,3,High
51,F,Artist,Single,PhD,35000,Suburban,Nissan,10,3.5,13000,2,4,1,2,High
65,F,Retired,Divorced,Bachelor,70000,Urban,Nissan,2,1.5,17000,0,3,3,17,High
66,F,Artist,Single,PhD,100000,Rural,BMW,7,2.0,5000,1,1,1,12,Medium
64,M,Artist,Married,PhD,40000,Suburban,BMW,3,3.5,15000,3,3,0,10,High
18,F,Architect,Married,Bachelor,45000,Urban,Mercedes,12,3.0,7000,3,4,0,8,High
50,F,Artist,Married,PhD,135000,Urban,Ford,11,2.5,19000,3,4,0,6,High
56,F,Engineer,Widowed,Master,125000,Suburban,Mercedes,13,1.5,15000,1,2,3,16,High
46,F,Lawyer,Divorced,PhD,60000,Suburban,Toyota,5,1.5,9000,3,0,1,35,Medium
68,M,Retired,Divorced,Master,25000,Rural,Honda,12,3.5,19000,1,4,1,36,High
65,F,Teacher,Married,PhD,40000,Suburban,BMW,12,3.0,6000,1,1,3,27,High
51,M,Teacher,Single,Master,90000,Rural,BMW,14,1.5,8000,0,1,0,30,High
21,M,Student,Widowed,Master,80000,Suburban,Honda,1,2.0,19000,0,2,3,11,High
38,M,Lawyer,Divorced,PhD,75000,Rural,Honda,4,4.0,7000,0,0,0,6,Low
69,F,Retired,Single,PhD,80000,Rural,Ford,8,3.5,16000,0,4,2,9,High
20,F,Artist,Widowed,Bachelor,55000,Rural,Honda,1,2.5,15000,0,4,0,23,High
40,M,Doctor,Divorced,Master,125000,Rural,Nissan,13,2.0,14000,1,2,1,38,High
31,M,Architect,Single,None,125000,Rural,Honda,10,2.5,11000,3,1,2,27,High
31,F,Doctor,Single,Master,145000,Rural,Honda,3,2.0,15000,0,1,0,34,Low
20,F,Student,Divorced,None,140000,Rural,Ford,12,4.0,7000,1,3,2,39,High
60,M,Retired,Single,None,95000,Rural,Mercedes,7,3.5,16000,2,0,3,37,High
63,M,Architect,Married,PhD,70000,Rural,Nissan,6,1.5,11000,1,1,2,25,High
46,M,Student,Single,None,140000,Rural,Mercedes,4,3.0,19000,3,4,3,9,High
54,M,Architect,Widowed,PhD,70000,Suburban,Ford,8,4.0,10000,1,3,2,5,High
54,F,Lawyer,Widowed,Master,70000,Urban,Honda,6,3.5,5000,2,1,0,9,Medium
57,M,Retired,Married,Bachelor,115000,Suburban,Ford,13,3.0,7000,3,1,1,17,High
39,F,Artist,Married,None,105000,Urban,Toyota,13,1.5,6000,0,2,1,38,High
41,F,Student,Widowed,Master,20000,Suburban,Tesla,1,2.0,7000,2,2,0,21,Medium
21,M,Architect,Divorced,Bachelor,100000,Suburban,Mercedes,11,4.0,18000,2,0,2,26,High
43,M,Architect,Single,PhD,70000,Urban,Nissan,12,1.5,11000,0,4,3,3,High
46,F,Retired,Single,Bachelor,60000,Rural,Nissan,5,2.0,16000,0,2,3,5,High
46,M,Engineer,Married,Bachelor,130000,Rural,Mercedes,8,1.5,12000,3,0,0,7,Low
22,M,Engineer,Divorced,PhD,115000,Urban,Ford,7,3.0,12000,1,2,2,21,High
64,M,Lawyer,Divorced,None,60000,Rural,Chevrolet,14,2.5,13000,2,2,3,13,High
42,F,Student,Divorced,None,85000,Urban,Chevrolet,9,4.0,8000,0,0,3,33,High
33,F,Lawyer,Widowed,None,65000,Urban,Nissan,6,3.5,15000,1,1,3,37,High
25,M,Student,Married,Bachelor,90000,Suburban,Honda,10,3.0,8000,3,4,2,10,High
23,M,Artist,Single,Master,115000,Suburban,Tesla,13,3.0,16000,2,3,1,10,High
39,M,Architect,Divorced,Bachelor,20000,Rural,BMW,6,1.5,6000,3,1,1,10,Medium
37,M,Doctor,Widowed,Master,120000,Urban,Chevrolet,3,1.5,6000,2,2,2,29,High
39,M,Teacher,Widowed,PhD,40000,Urban,Mercedes,7,3.0,17000,1,1,1,3,Medium
32,M,Teacher,Single,None,130000,Rural,BMW,12,2.5,8000,1,4,0,32,High
41,F,Student,Single,Bachelor,30000,Suburban,BMW,12,2.5,12000,0,0,3,6,High
34,M,Lawyer,Married,PhD,35000,Urban,Audi,13,3.5,6000,1,0,1,16,High
20,F,Manager,Single,None,85000,Urban,Audi,4,2.5,19000,3,4,1,22,High
34,F,Lawyer,Widowed,None,115000,Rural,Mercedes,1,2.5,13000,1,1,1,30,Medium
45,F,Engineer,Married,Master,20000,Suburban,Ford,3,3.5,13000,0,3,0,13,High
56,M,Lawyer,Divorced,Bachelor,65000,Rural,Nissan,12,3.0,16000,1,1,2,1,High
44,F,Teacher,Divorced,Master,125000,Suburban,Toyota,5,1.5,17000,3,3,1,38,High
22,F,Retired,Married,Bachelor,145000,Suburban,Nissan,4,3.0,9000,0,2,1,33,Medium
45,M,Manager,Single,None,25000,Suburban,Mercedes,11,2.5,15000,3,1,0,27,Low
27,M,Manager,Single,Master,90000,Rural,Ford,10,3.5,7000,0,3,1,2,High
20,F,Artist,Widowed,Bachelor,135000,Suburban,Toyota,2,3.5,8000,1,4,0,24,High
68,F,Manager,Married,Bachelor,120000,Urban,Honda,2,3.5,6000,1,4,3,36,High
25,M,Architect,Married,Bachelor,20000,Rural,Ford,4,2.5,12000,1,1,3,8,High
27,M,Student,Married,PhD,115000,Rural,Ford,6,3.5,13000,0,3,0,14,High
46,F,Artist,Married,None,125000,Suburban,BMW,10,2.5,19000,0,4,1,11,High
67,M,Teacher,Single,PhD,75000,Suburban,Honda,5,2.0,17000,2,1,1,7,High
40,F,Artist,Married,PhD,50000,Suburban,Audi,7,3.5,19000,2,1,2,30,High
41,F,Artist,Divorced,None,65000,Suburban,Tesla,7,3.0,14000,1,1,3,33,High
57,M,Artist,Married,Bachelor,40000,Urban,BMW,8,2.5,19000,1,1,2,20,High
39,M,Engineer,Widowed,None,115000,Rural,Mercedes,5,2.0,9000,2,4,0,6,High
56,M,Manager,Divorced,None,130000,Suburban,Honda,13,2.5,15000,1,0,3,22,High
40,F,Teacher,Widowed,Bachelor,90000,Suburban,Ford,10,3.5,11000,0,1,2,20,High
48,F,Architect,Single,Bachelor,145000,Rural,Mercedes,10,2.0,13000,0,0,3,7,High
59,M,Student,Widowed,Bachelor,70000,Rural,Audi,5,2.5,8000,2,4,0,25,High
28,M,Retired,Widowed,Bachelor,65000,Suburban,Mercedes,14,4.0,13000,0,2,1,10,High
38,F,Artist,Married,Bachelor,25000,Urban,Chevrolet,4,2.0,16000,3,2,2,15,High
28,M,Manager,Married,PhD,40000,Urban,Mercedes,14,3.5,5000,0,1,2,27,High
48,M,Retired,Divorced,Master,55000,Suburban,Tesla,1,1.5,18000,2,4,2,19,High
61,M,Engineer,Single,None,110000,Rural,Toyota,6,3.0,17000,2,2,1,25,High
56,F,Teacher,Divorced,Master,120000,Urban,Mercedes,7,3.5,16000,1,1,2,8,High
44,M,Engineer,Widowed,Bachelor,120000,Suburban,BMW,12,4.0,12000,1,1,1,14,High
44,M,Lawyer,Widowed,PhD,145000,Rural,Chevrolet,7,1.5,19000,0,0,2,6,High
30,M,Doctor,Single,Master,100000,Suburban,Chevrolet,4,3.0,12000,3,4,0,24,High
37,F,Architect,Widowed,PhD,25000,Urban,BMW,2,3.5,14000,1,2,0,21,Medium
21,M,Architect,Divorced,Bachelor,100000,Rural,BMW,7,3.5,7000,0,3,3,13,High
67,F,Lawyer,Widowed,Bachelor,140000,Rural,BMW,14,3.0,12000,3,4,3,27,High
32,M,Artist,Married,None,50000,Suburban,Ford,8,2.0,6000,1,1,1,3,Medium
44,F,Doctor,Divorced,PhD,140000,Urban,Ford,12,1.5,6000,0,4,1,13,High
38,F,Architect,Divorced,PhD,75000,Urban,Honda,9,4.0,16000,1,4,2,32,High
66,F,Doctor,Widowed,Bachelor,115000,Urban,Honda,10,4.0,15000,0,0,0,26,Medium
28,M,Teacher,Single,PhD,145000,Urban,Mercedes,10,2.0,6000,0,3,2,8,High
32,F,Engineer,Widowed,Master,135000,Urban,Ford,2,3.5,5000,0,0,0,19,Low
55,F,Architect,Single,PhD,110000,Urban,Ford,14,3.5,15000,1,4,0,32,High
41,M,Lawyer,Married,Bachelor,70000,Suburban,Toyota,12,4.0,17000,0,2,2,38,High
30,M,Retired,Married,None,100000,Urban,BMW,10,2.0,10000,0,2,0,1,Low
41,M,Engineer,Single,PhD,115000,Suburban,BMW,13,2.0,13000,2,2,0,12,High
68,M,Lawyer,Widowed,Master,35000,Urban,Toyota,9,2.5,7000,0,2,3,14,High
48,F,Artist,Widowed,PhD,60000,Urban,Toyota,6,3.5,18000,1,4,0,16,High
46,M,Architect,Widowed,Master,120000,Suburban,Mercedes,4,2.0,14000,3,1,0,32,Low
63,M,Retired,Widowed,None,100000,Suburban,Toyota,7,2.0,14000,2,3,2,24,High
47,F,Teacher,Divorced,Master,130000,Rural,Chevrolet,2,2.5,14000,3,4,0,29,High
53,F,Student,Widowed,Bachelor,20000,Suburban,Chevrolet,13,4.0,9000,3,2,0,29,High
55,F,Doctor,Single,PhD,65000,Rural,Ford,5,3.5,12000,1,2,1,17,Medium
54,F,Artist,Married,PhD,35000,Rural,Tesla,12,2.0,6000,3,3,3,26,High
47,F,Student,Widowed,PhD,20000,Rural,BMW,9,1.5,13000,0,0,2,36,High
48,M,Manager,Divorced,Bachelor,60000,Suburban,Nissan,8,4.0,7000,1,2,1,16,Medium
49,M,Architect,Widowed,Bachelor,80000,Urban,Tesla,8,2.0,18000,0,3,2,25,High
25,M,Artist,Single,None,80000,Rural,Chevrolet,6,2.5,16000,0,3,1,4,High
19,F,Architect,Married,None,30000,Suburban,Honda,5,1.5,17000,1,2,3,27,High
41,F,Doctor,Married,None,45000,Suburban,Toyota,2,2.5,19000,3,2,2,19,High
66,F,Lawyer,Divorced,None,90000,Suburban,Audi,1,3.5,14000,0,4,2,30,High
67,M,Manager,Married,Bachelor,35000,Suburban,Honda,6,2.5,12000,0,1,1,20,Medium
29,M,Engineer,Widowed,PhD,25000,Rural,Mercedes,6,2.0,9000,2,3,0,24,High
20,F,Doctor,Divorced,Master,125000,Urban,Nissan,12,4.0,6000,3,2,1,14,High
18,F,Doctor,Divorced,Master,105000,Urban,Tesla,9,3.0,13000,3,4,0,27,High
69,F,Doctor,Single,Master,145000,Urban,Mercedes,13,3.0,12000,0,1,0,32,High
22,F,Lawyer,Married,None,25000,Rural,BMW,1,4.0,18000,3,4,3,38,High
31,M,Lawyer,Single,Bachelor,90000,Rural,Tesla,13,3.5,15000,2,0,3,32,High
24,M,Lawyer,Married,Master,130000,Rural,Honda,13,3.0,12000,2,3,3,22,High
46,F,Lawyer,Married,Master,60000,Rural,Nissan,11,2.0,17000,2,4,2,21,High
24,F,Doctor,Divorced,None,40000,Suburban,Audi,1,4.0,14000,2,1,1,28,Medium
65,F,Architect,Single,Master,95000,Suburban,Nissan,9,3.5,6000,1,0,3,24,High
55,F,Engineer,Married,Bachelor,65000,Urban,Honda,10,2.5,12000,2,1,3,26,High
61,F,Student,Divorced,Bachelor,140000,Suburban,BMW,14,2.0,11000,3,3,2,8,High
37,F,Doctor,Married,None,60000,Suburban,Mercedes,6,3.5,11000,3,4,0,24,High
56,M,Engineer,Divorced,PhD,50000,Suburban,Nissan,2,1.5,15000,0,3,2,19,High
62,F,Retired,Divorced,Master,70000,Rural,BMW,10,4.0,9000,3,4,1,11,High
47,F,Architect,Divorced,Bachelor,65000,Rural,Mercedes,2,3.0,10000,2,3,1,17,High
44,M,Manager,Single,Master,95000,Rural,Toyota,13,4.0,13000,1,0,2,1,High
50,F,Architect,Divorced,Master,30000,Rural,Ford,3,4.0,11000,1,1,3,24,High
34,F,Engineer,Single,Bachelor,65000,Urban,BMW,5,2.5,16000,0,0,3,8,High
26,F,Architect,Married,Bachelor,25000,Suburban,BMW,10,1.5,19000,0,2,2,8,High
32,M,Teacher,Married,Bachelor,55000,Urban,Audi,11,3.5,18000,2,3,1,24,High
41,F,Lawyer,Single,None,75000,Urban,Nissan,11,2.0,14000,2,3,3,37,High
56,M,Artist,Married,Bachelor,110000,Suburban,Toyota,7,2.0,16000,1,1,0,33,Medium
48,F,Artist,Widowed,Master,50000,Suburban,Honda,5,1.5,19000,1,3,2,37,High
49,M,Manager,Widowed,None,35000,Suburban,Nissan,3,1.5,12000,0,2,3,10,High
25,M,Retired,Single,None,65000,Rural,Ford,13,3.0,10000,3,1,1,3,High
20,F,Doctor,Single,Master,135000,Rural,Toyota,9,2.5,19000,0,3,3,33,High
40,M,Student,Widowed,Bachelor,70000,Urban,Honda,2,3.5,16000,3,2,2,17,High
59,F,Retired,Married,Master,145000,Rural,Honda,10,1.5,12000,3,4,3,2,High
52,F,Retired,Single,Master,95000,Rural,Tesla,11,3.0,8000,2,4,3,33,High
60,M,Teacher,Widowed,Master,90000,Rural,Nissan,4,2.5,10000,0,3,3,27,High
55,M,Artist,Married,Master,80000,Rural,Ford,13,1.5,14000,3,0,2,5,High
24,F,Student,Widowed,Master,85000,Rural,Chevrolet,4,1.5,13000,2,1,2,5,High
63,F,Doctor,Married,Master,85000,Rural,Tesla,11,4.0,11000,1,4,0,20,High
37,F,Lawyer,Single,Master,20000,Urban,Audi,4,3.5,10000,1,3,1,29,High
47,M,Doctor,Widowed,Master,80000,Suburban,Audi,10,2.0,14000,1,3,0,36,High
32,M,Artist,Single,None,130000,Suburban,Chevrolet,11,4.0,9000,1,0,3,31,High
36,F,Artist,Divorced,Bachelor,45000,Urban,Ford,3,2.0,5000,1,4,3,13,High
58,F,Lawyer,Divorced,Master,55000,Urban,Nissan,13,3.0,7000,0,1,0,3,High
25,F,Teacher,Divorced,Bachelor,70000,Suburban,Tesla,10,4.0,12000,3,1,0,23,Low
54,M,Teacher,Married,PhD,20000,Urban,Mercedes,12,4.0,8000,0,3,0,37,High
19,M,Engineer,Widowed,PhD,125000,Urban,Tesla,6,3.5,7000,0,4,1,11,High
24,F,Engineer,Divorced,None,135000,Suburban,Chevrolet,13,1.5,8000,1,3,3,9,High
40,F,Architect,Widowed,PhD,130000,Suburban,BMW,13,4.0,9000,0,0,2,33,High
40,M,Architect,Single,None,145000,Rural,BMW,2,1.5,18000,1,0,3,25,High
43,M,Retired,Single,Bachelor,55000,Suburban,Ford,5,2.5,17000,1,0,0,17,Medium
47,F,Artist,Divorced,Master,120000,Rural,Toyota,7,3.5,11000,2,2,2,4,High
42,M,Teacher,Widowed,Master,45000,Urban,Honda,11,2.5,8000,2,2,0,29,Medium
57,M,Doctor,Widowed,None,125000,Suburban,Tesla,4,2.5,16000,3,2,1,22,High
23,M,Manager,Widowed,None,40000,Rural,Ford,7,3.5,18000,3,3,0,2,High
34,M,Engineer,Widowed,PhD,90000,Rural,Tesla,1,3.5,11000,1,4,3,8,High
57,F,Student,Divorced,None,85000,Rural,Mercedes,1,3.0,8000,3,4,0,10,High
31,F,Manager,Widowed,Bachelor,40000,Suburban,Tesla,13,3.0,6000,1,2,1,39,High
23,F,Architect,Single,PhD,35000,Rural,Honda,5,3.5,14000,2,2,0,30,Medium
28,M,Student,Divorced,Master,45000,Rural,Mercedes,2,3.0,11000,1,0,1,16,Medium
34,M,Retired,Divorced,Bachelor,75000,Rural,Honda,7,3.5,6000,0,4,1,15,High
46,M,Lawyer,Single,Bachelor,50000,Urban,Nissan,2,3.5,8000,2,4,3,14,High
42,M,Teacher,Widowed,None,95000,Suburban,Ford,8,3.5,13000,0,3,0,11,High
42,M,Doctor,Married,None,30000,Rural,Toyota,5,2.5,15000,1,2,2,27,High
54,F,Doctor,Divorced,PhD,145000,Suburban,Toyota,2,4.0,5000,1,1,0,5,Medium
46,F,Retired,Single,None,55000,Rural,Ford,13,3.0,10000,2,1,0,20,High
29,M,Manager,Widowed,Master,95000,Urban,Mercedes,9,1.5,14000,0,0,1,11,Medium
53,M,Student,Married,Master,50000,Suburban,Mercedes,4,4.0,9000,1,0,0,11,Medium
29,F,Architect,Married,Bachelor,75000,Urban,Chevrolet,12,3.0,5000,2,1,0,11,High
66,M,Manager,Widowed,Bachelor,75000,Rural,Audi,6,2.5,16000,0,3,0,18,High
43,M,Lawyer,Divorced,PhD,125000,Suburban,Toyota,4,3.5,5000,3,1,2,14,High
62,F,Student,Married,None,65000,Urban,Ford,1,2.0,5000,3,3,3,22,High
66,F,Engineer,Widowed,Master,115000,Suburban,Honda,10,3.0,18000,0,0,2,37,High
36,M,Teacher,Single,Bachelor,80000,Urban,Tesla,11,4.0,8000,0,2,0,6,Low
35,M,Artist,Widowed,Master,65000,Suburban,Chevrolet,4,4.0,16000,0,1,1,16,Medium
26,F,Student,Widowed,PhD,145000,Suburban,Ford,6,2.5,13000,2,2,1,29,Medium
19,M,Lawyer,Married,Bachelor,45000,Rural,Chevrolet,5,1.5,13000,2,1,0,11,Medium
30,F,Retired,Single,Bachelor,90000,Suburban,Chevrolet,1,3.0,13000,2,3,2,2,High
44,M,Manager,Divorced,Bachelor,70000,Urban,Mercedes,1,4.0,15000,3,2,0,21,Low
68,F,Retired,Single,Master,145000,Urban,Nissan,14,2.0,16000,2,3,0,36,High
61,F,Teacher,Single,Bachelor,30000,Rural,Nissan,5,3.5,9000,1,0,1,6,Medium
42,F,Retired,Widowed,Bachelor,55000,Rural,Chevrolet,7,3.0,7000,2,1,3,34,High
38,F,Architect,Single,None,145000,Suburban,Chevrolet,2,1.5,13000,1,2,1,3,Medium
51,F,Architect,Single,Master,135000,Suburban,Honda,4,2.5,13000,2,0,3,6,High
44,M,Engineer,Divorced,None,95000,Urban,Toyota,4,2.5,16000,2,3,0,22,High
56,F,Engineer,Single,Master,35000,Rural,Honda,7,3.0,19000,2,0,0,18,High
66,F,Lawyer,Married,PhD,110000,Urban,Tesla,3,3.0,6000,2,2,1,14,High
63,F,Lawyer,Married,Master,55000,Suburban,Ford,10,3.5,19000,0,2,3,20,High
21,M,Manager,Widowed,None,140000,Urban,Ford,14,2.5,9000,3,4,3,16,High
43,M,Architect,Widowed,Master,100000,Rural,Tesla,14,2.5,17000,0,4,2,17,High
56,M,Teacher,Divorced,Bachelor,120000,Rural,Mercedes,14,2.0,7000,2,3,3,17,High
35,M,Teacher,Widowed,None,25000,Suburban,Toyota,6,3.0,16000,2,1,3,24,High
34,F,Architect,Widowed,PhD,125000,Urban,Mercedes,6,2.5,7000,2,4,2,38,High
57,M,Retired,Married,Bachelor,45000,Suburban,Honda,8,2.5,14000,1,0,2,14,High
19,F,Architect,Single,Bachelor,75000,Urban,Toyota,8,2.5,7000,3,4,1,33,High
61,M,Engineer,Divorced,PhD,120000,Urban,Tesla,8,2.0,8000,3,2,0,23,High
22,M,Doctor,Single,None,50000,Urban,Nissan,14,2.0,15000,0,2,2,21,High
21,M,Teacher,Married,Master,70000,Rural,Honda,13,2.0,5000,3,2,3,10,High
33,M,Manager,Married,PhD,135000,Urban,Ford,1,4.0,9000,0,3,1,24,High
56,M,Teacher,Single,Master,130000,Suburban,Nissan,12,1.5,14000,0,2,0,29,High
23,F,Lawyer,Widowed,Master,105000,Urban,Tesla,13,2.0,17000,1,1,2,4,High
62,F,Engineer,Divorced,Master,140000,Suburban,BMW,14,2.5,8000,0,1,0,34,High
64,F,Retired,Single,PhD,95000,Suburban,Honda,7,4.0,18000,3,1,3,19,High
26,F,Teacher,Single,Master,45000,Urban,Mercedes,2,4.0,13000,0,0,3,22,High
41,F,Lawyer,Married,Bachelor,120000,Urban,Mercedes,3,2.0,8000,0,0,1,39,Medium
47,F,Engineer,Divorced,None,100000,Rural,Chevrolet,2,2.5,13000,2,4,2,36,High
20,M,Teacher,Single,None,105000,Rural,Nissan,3,3.5,11000,1,4,1,5,High
44,M,Architect,Single,PhD,65000,Rural,Nissan,11,1.5,14000,2,3,1,27,High
30,F,Student,Widowed,None,80000,Rural,Nissan,5,3.0,17000,3,1,3,29,High
69,F,Teacher,Widowed,Master,125000,Suburban,Audi,13,2.0,7000,0,3,3,32,High
20,M,Teacher,Divorced,None,135000,Urban,Audi,13,3.5,12000,1,2,2,32,High
62,M,Retired,Married,PhD,20000,Suburban,Ford,10,2.5,11000,3,4,3,17,High
40,M,Artist,Single,Bachelor,20000,Rural,Tesla,5,2.0,18000,3,2,2,5,High
