name,age,gender,occupation,marital_status,education_level,annual_income,residential_location,vehicle_make,vehicle_age,engine_size,mileage_driven_annually,accident_history,traffic_violations,claims_history,license_duration,risk
FCLOD,56,F,Lawyer,Married,Bachelor,110000,Suburban,Ford,11,4.0,19000,2,1,2,39,Medium
RSWCU,30,F,Engineer,Widowed,Bachelor,105000,Rural,Audi,5,2.5,19000,3,4,3,33,High
AXRLK,36,M,Teacher,Widowed,Master,100000,Rural,Ford,10,1.5,6000,3,2,2,5,Medium
VYWZU,46,M,Manager,Divorced,PhD,140000,Suburban,Ford,1,4.0,16000,2,2,2,2,High
WFWCO,60,F,Retired,Married,None,100000,Rural,Ford,9,3.5,5000,1,3,2,23,High
CGMRS,21,M,Architect,Widowed,Master,75000,Urban,Honda,12,1.5,19000,1,2,0,30,Low
BYEDN,42,F,Teacher,Widowed,Master,100000,Urban,Tesla,14,2.5,13000,3,1,1,37,High
XYLKA,35,M,Retired,Widowed,PhD,80000,Urban,Chevrolet,5,3.5,5000,1,4,3,17,Low
OGLED,40,F,Doctor,Single,None,80000,Urban,Ford,13,3.5,11000,1,2,1,30,Low
JGNHL,57,M,Student,Married,PhD,55000,Suburban,Tesla,2,2.5,12000,2,2,0,36,Medium
KDOCU,38,M,Teacher,Married,PhD,40000,Suburban,BMW,2,4.0,14000,1,4,3,27,High
JELAA,29,F,Retired,Divorced,Bachelor,110000,Suburban,Honda,14,3.0,19000,3,0,0,30,Medium
WHRWN,24,F,Lawyer,Divorced,None,30000,Rural,Honda,10,1.5,14000,0,4,0,3,High
VNEHU,62,M,Student,Widowed,Bachelor,75000,Rural,Mercedes,6,3.0,16000,3,3,0,10,Medium
RTANC,36,M,Doctor,Divorced,Bachelor,60000,Rural,Audi,13,3.5,19000,1,4,0,9,Medium
XKFEM,50,M,Teacher,Divorced,None,130000,Suburban,Tesla,6,1.5,8000,0,2,0,16,Low
KOTHR,27,F,Lawyer,Married,None,50000,Suburban,Chevrolet,8,1.5,16000,0,0,0,33,Low
GPIAH,69,M,Retired,Single,Master,55000,Rural,Audi,5,4.0,13000,1,2,0,4,High
CJDNL,66,F,Doctor,Married,PhD,20000,Suburban,Audi,12,4.0,13000,3,0,3,15,Medium
HSDLH,47,F,Retired,Married,PhD,75000,Rural,BMW,8,1.5,10000,3,4,3,19,Medium
BWHAM,66,M,Engineer,Married,Master,110000,Urban,Nissan,2,3.0,11000,0,1,3,14,Low
NYGEZ,27,F,Manager,Divorced,Bachelor,100000,Urban,Honda,2,1.5,9000,1,1,1,38,High
RBBXS,35,M,Lawyer,Widowed,None,135000,Rural,Toyota,1,3.5,15000,2,3,1,27,Low
FCXKT,57,M,Retired,Widowed,None,90000,Rural,Audi,4,3.0,13000,2,2,0,13,Low
JBZDP,56,F,Artist,Divorced,Master,75000,Rural,Audi,9,2.0,5000,1,1,1,37,Medium
BRYTQ,47,F,Lawyer,Divorced,Master,55000,Suburban,Audi,9,3.5,17000,1,0,1,24,Low
HPKEN,40,M,Student,Married,None,40000,Urban,Audi,3,3.5,13000,1,4,0,9,Low
OFCHF,60,M,Artist,Divorced,PhD,125000,Urban,Nissan,13,3.0,6000,3,4,3,27,Low
AHRHI,21,F,Doctor,Divorced,Master,75000,Urban,Chevrolet,12,3.0,7000,3,0,2,11,Low
BLNMF,27,M,Architect,Single,Master,135000,Suburban,Tesla,7,4.0,7000,0,2,0,2,Low
BCHDZ,24,F,Artist,Married,None,25000,Rural,Ford,3,3.0,8000,0,2,2,19,Low
LIDIS,65,M,Teacher,Single,PhD,30000,Rural,Nissan,10,3.0,17000,3,1,3,28,Medium
HNRRB,22,F,Lawyer,Divorced,Master,145000,Suburban,Nissan,3,2.0,12000,3,4,1,15,High
FMBEH,29,F,Retired,Married,Bachelor,130000,Rural,Tesla,11,2.0,11000,1,1,3,34,High
CQTVP,26,M,Artist,Married,Master,50000,Rural,Nissan,9,2.0,6000,1,3,3,36,Medium
CABJS,52,M,Artist,Married,Master,100000,Urban,BMW,4,1.5,15000,1,0,2,25,Medium
PAZQP,24,M,Manager,Single,None,105000,Rural,Mercedes,7,2.5,15000,0,3,1,17,Low
FVNWJ,49,F,Teacher,Divorced,Master,75000,Suburban,Toyota,13,3.0,8000,0,1,2,26,High
CPDMQ,56,F,Engineer,Divorced,Bachelor,110000,Urban,Audi,9,3.5,7000,3,4,3,11,Medium
AHGCZ,62,F,Student,Single,Bachelor,60000,Suburban,Toyota,14,2.5,16000,3,1,2,14,Medium
CDAEC,33,F,Teacher,Divorced,Bachelor,65000,Urban,Nissan,2,2.0,7000,2,3,1,16,High
EDRXY,66,M,Lawyer,Divorced,Bachelor,100000,Suburban,Ford,8,3.5,8000,0,1,3,30,Low
OSNBQ,52,M,Retired,Widowed,PhD,95000,Rural,Toyota,3,3.0,5000,2,0,2,20,Medium
RPYST,69,F,Doctor,Widowed,PhD,145000,Suburban,Toyota,1,4.0,12000,3,4,0,32,High
UJVGN,60,F,Teacher,Married,PhD,55000,Urban,Honda,13,3.0,16000,3,0,3,18,High
BFVVS,23,M,Retired,Married,None,50000,Suburban,Ford,13,3.5,18000,0,4,3,12,High
YIAIE,60,M,Engineer,Single,Master,115000,Urban,Mercedes,14,4.0,11000,2,1,0,24,Medium
GAWBD,26,F,Retired,Married,Master,50000,Urban,Honda,11,2.5,13000,1,1,0,20,High
YAGHS,68,F,Architect,Divorced,Master,70000,Suburban,Chevrolet,11,3.5,9000,2,3,1,13,Low
IAGUI,27,F,Engineer,Single,Bachelor,70000,Urban,Nissan,1,3.5,12000,2,1,0,14,Medium
PAWKQ,43,F,Engineer,Married,Master,130000,Suburban,Honda,1,2.0,5000,1,0,1,29,High
KIKPK,50,M,Artist,Divorced,PhD,40000,Suburban,BMW,7,2.5,10000,2,3,1,37,Low
KIFDK,26,F,Teacher,Divorced,None,95000,Urban,Ford,8,2.0,18000,2,4,3,15,Medium
GKMAS,29,F,Architect,Widowed,Master,40000,Suburban,Toyota,9,2.0,15000,2,0,0,37,Low
WERDD,31,M,Teacher,Widowed,Master,45000,Urban,Chevrolet,7,2.0,19000,0,2,1,39,Medium
NRJQF,34,M,Lawyer,Single,None,125000,Urban,Toyota,13,1.5,13000,3,2,1,35,Low
SWCZI,28,F,Engineer,Widowed,None,20000,Urban,BMW,13,2.0,7000,2,2,0,28,Low
AITLW,66,F,Student,Divorced,PhD,60000,Urban,Mercedes,3,2.0,14000,1,0,3,4,Medium
BQIKU,39,F,Teacher,Divorced,None,115000,Urban,Nissan,9,1.5,11000,0,1,0,32,High
MRALT,50,M,Manager,Divorced,Master,140000,Urban,Tesla,13,4.0,19000,1,2,0,8,High
DRTXQ,54,M,Teacher,Divorced,None,45000,Suburban,Audi,8,3.5,13000,0,0,0,22,Low
GWLLD,52,M,Student,Married,Bachelor,145000,Rural,Chevrolet,10,2.5,8000,3,1,1,39,High
PECYD,49,F,Engineer,Divorced,None,55000,Urban,Tesla,1,3.5,9000,2,2,2,23,Low
MUPNN,54,F,Teacher,Widowed,Master,125000,Rural,Toyota,9,4.0,10000,1,2,1,27,Low
SSJSI,18,F,Engineer,Married,Master,120000,Rural,Nissan,14,3.5,18000,3,4,3,16,High
KDEIR,69,F,Artist,Single,Bachelor,95000,Suburban,Tesla,13,2.0,6000,3,4,2,23,High
LZGZT,41,F,Artist,Single,PhD,125000,Suburban,Honda,9,1.5,18000,3,0,1,33,Medium
KYMDP,54,M,Student,Single,None,105000,Rural,Toyota,2,4.0,5000,1,1,1,6,High
QLLDF,19,M,Artist,Married,PhD,140000,Rural,Ford,13,4.0,14000,1,2,3,35,High
YTIVC,44,F,Manager,Single,Master,140000,Rural,Honda,13,3.0,18000,0,3,0,7,Low
YLQAA,66,M,Retired,Divorced,Bachelor,90000,Rural,Audi,11,1.5,11000,2,2,2,20,Low
TJNFH,19,F,Lawyer,Married,None,65000,Suburban,Mercedes,6,2.5,13000,3,1,1,32,Medium
GMHCO,67,F,Doctor,Widowed,PhD,100000,Urban,Audi,14,2.5,8000,2,0,0,24,Low
IRKPH,19,M,Lawyer,Single,Master,45000,Urban,Nissan,12,2.0,14000,2,0,3,30,Medium
OXMIK,21,F,Artist,Widowed,Master,80000,Rural,Honda,8,3.5,17000,1,3,1,29,Medium
LRHZT,31,F,Artist,Divorced,Bachelor,60000,Suburban,Mercedes,1,2.0,8000,3,4,3,20,Medium
CBVYV,32,F,Architect,Married,Bachelor,65000,Rural,Toyota,10,1.5,7000,1,1,1,37,Low
OHOBJ,23,F,Artist,Married,PhD,55000,Urban,Chevrolet,4,2.5,17000,2,1,1,33,High
WBSMB,33,F,Retired,Single,PhD,80000,Suburban,BMW,14,3.5,9000,2,2,2,18,High
GOZBN,31,F,Student,Married,None,145000,Suburban,Ford,6,3.5,16000,1,3,1,12,Low
VALUF,48,M,Architect,Married,Master,40000,Suburban,Mercedes,14,3.5,13000,0,4,1,1,Medium
LMLFT,69,M,Artist,Divorced,Master,45000,Suburban,Nissan,12,4.0,10000,2,1,0,22,Low
DEZVV,45,F,Architect,Single,PhD,125000,Urban,Nissan,8,4.0,6000,3,2,2,31,Medium
TOGTE,69,F,Retired,Married,PhD,135000,Urban,Mercedes,8,2.5,16000,3,4,0,39,Medium
AXGBR,67,F,Engineer,Divorced,Master,115000,Urban,Ford,4,3.0,5000,0,4,0,24,Medium
EWRZC,24,F,Artist,Divorced,Master,130000,Suburban,Honda,10,2.5,8000,3,4,3,23,High
UMWXS,32,F,Lawyer,Single,None,65000,Rural,Chevrolet,10,1.5,11000,3,1,3,14,Medium
ZYMKT,30,M,Student,Single,PhD,115000,Suburban,Tesla,11,2.0,14000,3,2,1,29,Medium
FPFZL,29,F,Teacher,Widowed,Bachelor,20000,Rural,Honda,10,1.5,10000,1,2,1,23,Low
WDXQB,33,M,Manager,Widowed,None,130000,Rural,Chevrolet,4,3.0,16000,1,2,0,8,Medium
CSQVD,49,F,Retired,Divorced,Bachelor,135000,Suburban,Mercedes,9,2.0,19000,2,1,0,11,Low
ACGPP,32,F,Teacher,Widowed,None,85000,Urban,Audi,11,3.0,13000,3,2,2,39,Medium
WMARK,25,F,Manager,Divorced,PhD,70000,Suburban,Toyota,7,4.0,9000,3,1,0,11,Medium
YRCZR,31,F,Lawyer,Widowed,PhD,25000,Rural,Chevrolet,7,3.5,5000,2,2,0,2,Medium
UXTOP,21,M,Doctor,Widowed,None,75000,Rural,Ford,4,2.5,16000,1,4,3,12,Medium
NXSLJ,22,F,Teacher,Single,None,130000,Urban,BMW,3,3.0,5000,2,3,2,38,High
SJCBR,64,F,Artist,Divorced,PhD,20000,Suburban,Audi,12,2.0,13000,0,2,1,14,Medium
NRKJR,32,M,Manager,Married,PhD,70000,Rural,Mercedes,6,3.5,10000,3,1,3,7,Low
AEXAH,24,F,Student,Single,PhD,25000,Rural,Ford,12,1.5,14000,0,1,0,4,Low
HKDIK,69,M,Architect,Married,PhD,140000,Rural,Mercedes,8,2.0,19000,1,2,2,11,Medium
DWEKU,53,F,Student,Single,Master,140000,Urban,Ford,3,3.5,10000,2,2,3,21,High
NIXGK,47,F,Artist,Single,PhD,100000,Rural,Chevrolet,10,2.0,13000,2,2,0,36,High
TJUMD,47,M,Architect,Divorced,PhD,50000,Urban,Audi,5,3.0,10000,1,1,0,16,High
QMVRL,47,F,Teacher,Single,PhD,50000,Urban,Nissan,1,4.0,8000,1,3,1,32,Low
YGBQZ,53,F,Artist,Single,None,30000,Urban,Tesla,10,2.5,18000,3,0,0,17,Medium
BGWBK,42,M,Teacher,Widowed,Master,45000,Suburban,Nissan,11,4.0,8000,3,4,0,12,High
DUBQC,55,M,Lawyer,Married,PhD,40000,Urban,Audi,11,1.5,12000,3,4,0,8,Medium
WSOTI,69,M,Engineer,Single,None,95000,Urban,Chevrolet,11,2.5,15000,1,4,2,36,Low
PEBYL,68,F,Teacher,Divorced,PhD,125000,Urban,Ford,8,2.5,6000,2,1,0,2,Low
GBMHJ,45,F,Student,Married,Bachelor,95000,Suburban,Chevrolet,2,1.5,16000,0,1,0,17,Low
MTBXL,49,M,Retired,Widowed,PhD,145000,Rural,Nissan,11,2.5,12000,3,2,2,36,High
ETXDI,67,M,Artist,Divorced,Bachelor,80000,Suburban,Chevrolet,2,2.5,5000,0,0,3,10,Low
OOGHR,47,F,Retired,Divorced,Bachelor,60000,Suburban,Honda,8,2.0,17000,3,1,2,29,Medium
HPWYT,19,F,Student,Married,PhD,35000,Urban,BMW,3,2.5,16000,3,2,0,2,Medium
WAYFO,33,M,Teacher,Married,PhD,135000,Suburban,Tesla,5,3.5,12000,2,3,0,30,Medium
YRRQY,23,M,Artist,Widowed,Master,60000,Suburban,Ford,12,4.0,15000,3,3,3,39,High
GZKXW,41,F,Manager,Married,None,120000,Rural,Ford,12,3.0,19000,0,4,3,24,High
LGTHM,50,F,Doctor,Married,Bachelor,70000,Urban,Toyota,10,2.0,6000,0,1,1,36,Low
MKYCM,28,M,Doctor,Divorced,PhD,85000,Urban,Ford,2,1.5,10000,2,0,0,34,High
YQODG,30,F,Doctor,Single,Master,45000,Urban,Honda,8,3.5,16000,3,2,1,10,High
ZRLAO,55,F,Retired,Divorced,PhD,145000,Urban,Honda,7,4.0,9000,2,0,1,17,High
OETAO,57,M,Architect,Single,Master,55000,Rural,BMW,10,3.5,19000,2,4,1,3,Medium
ZVBZZ,54,M,Teacher,Widowed,Master,130000,Urban,Honda,8,2.5,18000,2,2,1,23,Low
YFUCI,63,F,Architect,Widowed,Master,75000,Urban,Audi,4,3.5,12000,0,1,1,26,Low
QUOWP,68,F,Retired,Single,None,20000,Suburban,Nissan,12,2.5,14000,3,1,2,28,Medium
OLPOE,67,F,Student,Widowed,Bachelor,140000,Rural,Honda,7,3.0,6000,2,1,2,11,Medium
QMOJA,21,F,Doctor,Widowed,Bachelor,65000,Urban,Nissan,1,4.0,8000,2,2,2,35,Medium
LWJXE,68,M,Student,Divorced,Bachelor,110000,Rural,Ford,6,1.5,11000,2,2,2,28,High
MESCT,62,M,Manager,Widowed,PhD,100000,Urban,BMW,14,4.0,9000,3,2,0,5,Low
UYQGN,63,F,Engineer,Single,Master,85000,Urban,Nissan,9,2.5,19000,0,3,2,2,High
XPJUK,24,F,Artist,Married,Master,35000,Rural,Mercedes,6,3.0,18000,2,0,1,8,Low
DTDHX,52,F,Engineer,Married,Bachelor,20000,Urban,Honda,5,3.5,17000,3,4,3,12,High
RKZWU,25,F,Teacher,Widowed,PhD,145000,Urban,Tesla,1,1.5,11000,2,1,2,11,Medium
ZNASZ,29,M,Teacher,Divorced,Master,110000,Urban,Tesla,3,4.0,8000,2,2,1,30,High
XEPBE,23,F,Artist,Married,None,115000,Rural,Toyota,12,4.0,10000,1,2,2,4,Low
FDMUL,22,F,Teacher,Single,PhD,130000,Rural,Mercedes,7,4.0,5000,2,4,3,20,Low
NGOUS,60,F,Artist,Widowed,PhD,90000,Suburban,Chevrolet,9,2.0,18000,0,1,1,37,Medium
GCRMN,41,F,Lawyer,Married,PhD,80000,Rural,Toyota,14,2.0,17000,2,0,3,19,Medium
ZDRMF,47,F,Manager,Married,Bachelor,130000,Suburban,Ford,4,4.0,19000,1,0,1,37,Medium
QNATX,23,F,Manager,Married,PhD,120000,Urban,Audi,13,3.0,7000,0,0,1,12,High
TNVSO,40,M,Doctor,Divorced,None,30000,Urban,Chevrolet,12,3.0,13000,1,4,1,35,High
XRWLW,57,M,Teacher,Single,Master,130000,Rural,Nissan,3,3.0,7000,0,2,1,10,High
TKCAU,38,M,Doctor,Married,None,40000,Urban,Nissan,7,3.0,7000,1,1,3,10,Medium
RDFMX,46,M,Architect,Divorced,Master,95000,Urban,Audi,1,2.5,18000,2,2,0,1,High
FXLAX,23,F,Manager,Married,Master,120000,Urban,Tesla,8,2.0,14000,0,0,1,38,Low
AUYNX,50,F,Engineer,Divorced,Bachelor,65000,Suburban,BMW,5,1.5,9000,1,2,1,7,High
EEYOX,64,F,Architect,Widowed,None,100000,Rural,Ford,8,1.5,5000,0,4,3,1,Low
PPPEK,35,F,Lawyer,Widowed,PhD,140000,Rural,Audi,3,4.0,6000,2,4,1,10,Medium
PNEDF,42,M,Teacher,Widowed,PhD,125000,Suburban,Nissan,2,3.5,9000,2,1,3,32,Medium
HOOOY,33,F,Doctor,Single,Master,110000,Suburban,Chevrolet,14,1.5,15000,1,0,3,29,Medium
FSQLI,40,M,Doctor,Divorced,None,125000,Urban,Tesla,6,3.0,7000,0,1,1,34,Medium
YCVDQ,44,M,Student,Single,Bachelor,65000,Suburban,Chevrolet,7,3.0,10000,1,1,1,39,Medium
RGDCI,67,M,Retired,Married,Bachelor,30000,Suburban,Nissan,9,1.5,10000,2,3,3,14,Medium
EZBRV,50,M,Engineer,Married,Bachelor,75000,Rural,Tesla,5,1.5,11000,1,0,2,3,Medium
TZGDF,26,M,Teacher,Widowed,PhD,70000,Urban,Audi,12,3.0,16000,2,3,2,22,Low
UMFQZ,65,F,Doctor,Divorced,Bachelor,125000,Urban,Mercedes,14,3.0,6000,1,2,2,28,Medium
WEDNC,30,M,Student,Divorced,None,80000,Urban,BMW,7,1.5,6000,3,4,1,2,Low
ZGMGG,52,M,Student,Single,Bachelor,25000,Suburban,Tesla,2,4.0,7000,0,0,1,38,Low
PMYCR,19,F,Architect,Divorced,Bachelor,45000,Rural,BMW,5,2.0,17000,3,1,0,34,Medium
XFALR,45,F,Retired,Divorced,Bachelor,75000,Suburban,Mercedes,3,2.5,17000,2,1,1,33,Low
QYESH,66,M,Retired,Single,None,35000,Rural,Ford,13,2.5,14000,1,2,0,18,Low
QUBWV,46,M,Engineer,Single,Bachelor,125000,Urban,Mercedes,13,4.0,5000,1,3,1,6,High
YVVOD,61,M,Manager,Divorced,Bachelor,25000,Urban,Ford,5,2.0,9000,1,0,2,10,High
FVAHX,19,M,Architect,Divorced,PhD,45000,Rural,Honda,11,2.5,10000,1,0,0,18,Low
WROIH,48,F,Engineer,Widowed,None,90000,Urban,Tesla,14,3.5,9000,0,2,1,29,High
PWPXU,56,M,Architect,Married,PhD,85000,Suburban,Mercedes,8,2.5,19000,1,0,0,19,High
KJGLH,48,F,Doctor,Married,Bachelor,45000,Suburban,Toyota,5,2.5,16000,3,4,0,17,High
MNLOC,54,F,Architect,Widowed,None,25000,Suburban,Chevrolet,2,2.0,9000,0,2,3,27,Low
NHQOL,27,M,Retired,Single,PhD,80000,Suburban,Toyota,6,4.0,14000,1,1,0,36,Medium
PMNJQ,37,F,Engineer,Widowed,Master,60000,Urban,Nissan,3,4.0,16000,2,4,3,1,High
KIYGX,18,M,Lawyer,Married,None,140000,Urban,Honda,1,3.0,8000,0,2,1,27,High
WSBYP,32,F,Retired,Widowed,None,50000,Urban,Tesla,13,1.5,18000,1,2,1,16,High
ZDYOK,48,M,Artist,Widowed,Master,110000,Urban,Chevrolet,10,2.5,5000,3,2,3,17,Low
TLTMM,51,F,Doctor,Divorced,Bachelor,115000,Rural,Ford,9,2.0,12000,1,3,0,5,Low
PUAFF,47,M,Artist,Divorced,None,140000,Rural,Audi,3,2.0,17000,0,3,2,8,Low
OUJGH,41,F,Teacher,Single,Bachelor,145000,Rural,Mercedes,6,4.0,19000,1,0,3,33,Medium
VXDCT,37,M,Architect,Single,Master,95000,Rural,Mercedes,5,4.0,19000,3,0,0,21,Medium
SSRJQ,20,M,Doctor,Widowed,Bachelor,65000,Urban,Chevrolet,9,2.5,6000,3,4,1,35,Low
JJNLY,54,F,Lawyer,Single,PhD,85000,Urban,BMW,5,2.0,6000,0,2,3,28,High
ZTWNE,68,M,Manager,Divorced,None,100000,Rural,Chevrolet,11,1.5,5000,0,2,3,16,Medium
WYELU,39,M,Teacher,Divorced,None,140000,Rural,Nissan,12,3.0,12000,0,4,2,18,High
EIPNK,36,M,Doctor,Married,None,105000,Rural,Mercedes,2,2.5,15000,3,3,1,3,High
SCKWH,28,M,Lawyer,Single,PhD,30000,Urban,BMW,6,3.0,17000,3,4,1,26,High
LMXTB,41,M,Artist,Married,Master,135000,Urban,Nissan,11,3.0,7000,0,2,3,6,Low
FBLCH,69,M,Manager,Married,Master,120000,Rural,Toyota,9,3.5,8000,1,2,0,31,Medium
OYFEV,57,M,Engineer,Divorced,PhD,80000,Suburban,BMW,9,3.5,5000,2,0,0,11,Low
FPYJY,29,F,Retired,Married,None,55000,Rural,Honda,1,3.0,11000,0,1,0,12,Low
RSBLB,41,M,Teacher,Widowed,PhD,145000,Rural,Mercedes,7,1.5,12000,2,4,0,9,Low
OUEWY,24,F,Engineer,Married,Bachelor,140000,Urban,Nissan,11,2.0,10000,3,4,0,17,Medium
CBCJH,28,F,Architect,Married,PhD,120000,Urban,Mercedes,14,2.0,16000,1,1,1,3,Medium
JKUYS,62,M,Retired,Married,PhD,125000,Rural,Ford,2,4.0,19000,1,3,2,20,Medium
IAESK,50,M,Teacher,Married,Master,25000,Suburban,Ford,7,2.5,7000,1,0,3,29,High
EVFPI,45,F,Manager,Widowed,Bachelor,45000,Urban,Nissan,11,3.0,16000,0,0,3,28,Medium
FCGLG,34,F,Architect,Divorced,Master,110000,Urban,BMW,11,2.0,17000,2,2,2,27,Low
GAVYR,64,F,Doctor,Widowed,Master,105000,Rural,Audi,10,1.5,9000,3,2,2,26,Low
PMJGH,42,M,Student,Widowed,None,140000,Urban,BMW,11,2.0,19000,3,1,0,32,High
BRQAX,44,M,Student,Single,Master,40000,Rural,Audi,13,3.0,15000,2,0,1,27,High
CMGJX,35,F,Architect,Divorced,None,115000,Urban,Nissan,3,3.0,15000,3,1,2,29,Medium
HFNIR,55,M,Student,Married,Bachelor,50000,Rural,BMW,14,1.5,13000,3,4,3,37,High
NZXRP,58,M,Manager,Divorced,None,130000,Urban,Nissan,3,3.0,14000,1,2,0,37,Medium
OETMO,40,M,Teacher,Widowed,Bachelor,40000,Rural,Ford,14,1.5,5000,0,4,0,11,High
UKECL,25,F,Retired,Divorced,None,55000,Rural,Audi,13,4.0,13000,0,2,3,31,Medium
XJSGI,38,F,Teacher,Widowed,None,130000,Urban,Nissan,7,3.5,6000,3,4,0,9,Low
KJAPI,68,F,Doctor,Divorced,PhD,105000,Suburban,Nissan,5,3.5,11000,0,0,1,21,High
WFTJJ,68,F,Teacher,Widowed,Bachelor,125000,Urban,Honda,1,3.5,6000,2,0,0,37,Low
MHDAW,37,F,Retired,Single,Bachelor,80000,Rural,Honda,5,1.5,15000,0,0,0,34,High
DLSMO,44,M,Retired,Married,Bachelor,80000,Rural,Toyota,1,2.5,11000,0,1,3,36,High
SSEOW,51,M,Retired,Single,Bachelor,145000,Rural,Honda,3,3.0,15000,2,1,3,15,High
RIORB,52,F,Architect,Single,None,125000,Rural,Audi,7,2.5,10000,0,4,2,7,Low
NXVVA,37,F,Teacher,Widowed,Master,55000,Suburban,Toyota,6,2.0,16000,3,2,2,10,Low
WGIMP,59,M,Teacher,Divorced,Bachelor,130000,Suburban,Toyota,5,2.0,8000,0,1,3,12,Low
WMDHV,47,M,Artist,Divorced,Master,25000,Urban,Ford,2,1.5,12000,3,2,0,9,Medium
XCBCD,41,F,Doctor,Divorced,None,100000,Suburban,Audi,7,4.0,14000,0,1,1,9,Medium
GEOMB,54,M,Student,Divorced,Master,135000,Urban,Nissan,11,3.5,11000,3,3,3,19,Low
YEBWM,68,M,Teacher,Widowed,PhD,80000,Rural,Audi,10,3.5,10000,2,4,1,2,Low
NGRKZ,66,F,Retired,Widowed,Master,35000,Urban,Honda,6,3.0,14000,0,3,1,36,Low
SNCCQ,65,M,Engineer,Divorced,Bachelor,125000,Rural,BMW,3,2.0,6000,1,1,2,31,Medium
QLIEC,46,F,Engineer,Single,None,140000,Rural,Ford,12,3.5,9000,0,0,2,36,High
DQYJP,20,F,Artist,Single,PhD,75000,Rural,Tesla,9,2.0,9000,2,0,1,9,Medium
STPOB,66,M,Lawyer,Married,Master,50000,Rural,Chevrolet,12,2.0,19000,2,4,3,18,High
MYFAT,22,F,Architect,Divorced,None,140000,Urban,Audi,13,1.5,14000,1,3,2,27,High
MURVW,32,F,Retired,Widowed,Bachelor,115000,Suburban,Tesla,6,2.5,13000,1,3,3,27,Medium
XGMFH,28,M,Manager,Divorced,Master,90000,Urban,Nissan,6,3.5,7000,1,4,2,26,Low
MAIOQ,20,F,Architect,Single,Bachelor,20000,Urban,Chevrolet,1,2.5,13000,3,3,0,27,Medium
QMQQT,25,F,Lawyer,Divorced,Bachelor,75000,Suburban,Honda,6,4.0,17000,1,2,1,4,Low
BITYB,50,M,Architect,Widowed,Master,90000,Suburban,BMW,10,3.5,16000,0,3,0,35,Low
LHYWW,22,M,Lawyer,Married,Bachelor,50000,Urban,Toyota,13,1.5,19000,1,1,2,20,Low
VTJSH,22,F,Retired,Married,PhD,130000,Rural,Chevrolet,10,1.5,11000,2,2,1,34,High
EGOTV,47,M,Lawyer,Married,PhD,65000,Suburban,BMW,10,2.0,6000,3,0,2,9,Medium
RSWJK,29,F,Engineer,Divorced,None,120000,Rural,Honda,13,3.5,13000,3,0,2,5,Low
KBTGK,26,F,Artist,Divorced,Bachelor,125000,Rural,Nissan,9,4.0,7000,2,1,2,21,Low
KKNOR,32,F,Lawyer,Married,PhD,65000,Rural,BMW,11,1.5,15000,2,1,0,5,Medium
GUZAP,63,F,Manager,Single,Bachelor,135000,Urban,BMW,3,3.5,6000,0,0,1,26,High
CRSPN,66,M,Lawyer,Single,None,50000,Urban,Toyota,9,1.5,16000,1,1,2,15,Low
VISUU,68,F,Architect,Divorced,PhD,130000,Urban,Chevrolet,13,2.5,12000,3,0,2,31,Low
NHOQR,43,M,Engineer,Married,Bachelor,65000,Urban,Toyota,4,3.5,9000,0,4,1,1,Low
XCZYF,21,F,Teacher,Divorced,None,55000,Rural,BMW,5,2.5,16000,1,1,3,28,High
QSGWQ,69,M,Manager,Married,PhD,30000,Rural,Tesla,10,1.5,13000,2,1,2,18,High
RWOHQ,57,M,Doctor,Widowed,Bachelor,45000,Suburban,Toyota,6,4.0,15000,0,1,1,28,Low
AREAI,20,F,Lawyer,Widowed,None,70000,Suburban,Ford,2,3.5,9000,1,4,0,3,High
URIMA,45,M,Student,Widowed,Master,100000,Suburban,Ford,4,4.0,10000,0,2,2,7,Low
YPDRY,52,M,Architect,Divorced,None,105000,Rural,Ford,2,2.0,10000,1,3,2,39,High
PMMAA,53,F,Teacher,Divorced,PhD,80000,Urban,Nissan,14,2.0,5000,2,4,3,14,Low
KDOLK,56,F,Student,Single,Master,30000,Urban,Chevrolet,3,2.0,11000,1,3,2,22,Medium
EUBOF,48,F,Architect,Divorced,None,45000,Rural,Nissan,10,2.0,7000,1,0,3,38,Low
CPFOY,56,F,Student,Married,PhD,75000,Rural,Honda,11,1.5,13000,3,1,1,13,Medium
XPQSJ,62,F,Artist,Married,PhD,85000,Rural,Mercedes,13,3.0,5000,1,3,0,8,Medium
TRDYX,23,M,Lawyer,Married,None,75000,Suburban,Tesla,3,2.0,6000,3,1,3,15,Medium
FCFLD,44,F,Retired,Married,PhD,75000,Urban,Ford,3,3.5,7000,3,2,1,16,Medium
EPBIC,25,M,Engineer,Single,Master,60000,Rural,Honda,8,3.0,12000,1,2,3,25,High
WEFYX,26,M,Lawyer,Married,Bachelor,50000,Rural,Toyota,14,1.5,7000,1,0,0,4,Medium
NHHIM,22,F,Architect,Widowed,PhD,55000,Rural,Honda,14,3.5,10000,2,0,1,28,High
JRFHV,31,M,Engineer,Divorced,Master,105000,Suburban,Toyota,8,3.0,16000,3,0,3,27,High
DIXPD,36,M,Lawyer,Married,None,90000,Suburban,Ford,9,3.0,7000,1,0,2,3,High
JVWCD,31,F,Manager,Single,PhD,65000,Rural,Audi,1,2.0,9000,3,1,2,9,High
