name,age,gender,occupation,marital_status,education_level,annual_income,residential_location,vehicle_make,vehicle_age,engine_size,mileage_driven_annually,accident_history,traffic_violations,claims_history,license_duration
EVBUI,53,M,Retired,Widowed,Master,45000,Urban,Chevrolet,13,2.5,12000,3,4,3,21
RNOAY,52,F,Retired,Widowed,Bachelor,60000,Suburban,Toyota,11,2.5,15000,3,2,2,35
BQNVS,51,F,Lawyer,Divorced,Bachelor,90000,Urban,Ford,4,4,15000,2,0,1,26
ANQWY,52,M,Teacher,Single,Bachelor,130000,Suburban,Ford,14,4,10000,3,1,2,9
ZKDME,41,M,Lawyer,Widowed,PhD,135000,Rural,Tesla,4,3.5,10000,3,2,3,1
QRLJN,64,F,Artist,Widowed,Bachelor,70000,Urban,BMW,12,2,15000,2,1,3,3
TAVED,46,M,Manager,Divorced,Bachelor,60000,Urban,Chevrolet,12,3,12000,2,3,0,28
OKEKV,26,F,Architect,Widowed,Master,70000,Suburban,Mercedes,5,2.5,12000,3,3,2,31
HPNRI,51,F,Architect,Widowed,None,90000,Suburban,Tesla,9,3,17000,2,0,3,18
DRDFL,36,M,Teacher,Married,None,95000,Urban,Tesla,1,3,9000,0,3,2,38
RNIIA,34,M,Retired,Widowed,None,60000,Suburban,Audi,14,3.5,10000,3,3,0,20
FAFIQ,40,M,Retired,Widowed,None,20000,Rural,Nissan,2,3.5,5000,3,2,3,1
MQDPU,39,F,Doctor,Widowed,PhD,35000,Urban,Honda,3,3,17000,2,4,2,30
HQKDW,43,M,Doctor,Married,None,35000,Urban,Ford,5,2,9000,2,0,3,5
PGDUH,28,F,Teacher,Widowed,Master,95000,Urban,Honda,12,2,18000,0,4,3,22
JPUWW,49,F,Retired,Divorced,None,80000,Urban,Honda,10,3.5,16000,1,4,1,14
XVNCR,55,M,Artist,Widowed,PhD,50000,Suburban,Honda,6,2,7000,2,2,1,39
KVCVD,25,F,Engineer,Single,Master,130000,Suburban,Honda,2,2.5,8000,0,3,2,9
DNLBZ,30,M,Retired,Single,Bachelor,80000,Rural,Tesla,8,3,7000,3,1,1,37
CJWZB,33,F,Lawyer,Widowed,None,40000,Rural,Nissan,8,1.5,18000,2,1,1,12
OFESR,24,M,Doctor,Married,None,60000,Rural,Audi,5,2,8000,1,3,2,11
EKHQA,49,F,Lawyer,Widowed,PhD,85000,Rural,Toyota,11,1.5,13000,0,2,3,23
BCVXG,33,F,Student,Widowed,None,60000,Rural,Audi,10,3,12000,1,2,2,11
DHSVM,45,F,Student,Single,PhD,55000,Urban,Tesla,9,4,6000,0,3,1,36
KPCFP,43,M,Retired,Divorced,None,55000,Urban,Chevrolet,5,2,19000,0,0,3,24
NMOXE,66,F,Retired,Widowed,PhD,140000,Urban,Nissan,13,2.5,7000,3,3,1,7
MOSMA,57,M,Architect,Married,None,140000,Rural,Tesla,9,2,11000,2,1,3,34
KYBKT,24,F,Manager,Widowed,None,35000,Suburban,Ford,14,4,11000,3,0,1,20
UMQKW,39,M,Teacher,Single,PhD,30000,Rural,Audi,13,3,10000,1,3,1,5
CGXVU,21,M,Engineer,Divorced,None,60000,Suburban,Honda,13,2,9000,3,3,3,8
JDIRY,54,F,Student,Single,PhD,55000,Rural,Nissan,12,3,19000,3,0,2,26
QFVYF,41,M,Doctor,Widowed,None,135000,Urban,Chevrolet,13,4,10000,0,3,0,4
ZDNUW,30,M,Engineer,Divorced,Master,80000,Urban,Nissan,14,2.5,9000,3,4,1,7
SPADJ,45,F,Architect,Divorced,None,25000,Suburban,Toyota,14,4,10000,2,4,1,24
YNUMD,25,F,Artist,Divorced,None,130000,Suburban,Honda,14,1.5,11000,3,3,0,11
IKTSE,61,M,Artist,Widowed,Master,80000,Urban,Ford,5,2,18000,2,4,0,23
JOJTQ,25,F,Student,Divorced,Master,85000,Suburban,Audi,14,1.5,15000,0,4,0,22
FHQXO,55,M,Student,Divorced,None,90000,Urban,BMW,13,3.5,10000,1,4,2,24
EMFIO,54,F,Retired,Widowed,Bachelor,25000,Rural,Chevrolet,7,4,6000,0,2,1,25
GCWBB,28,F,Artist,Divorced,Master,55000,Suburban,Ford,1,3,19000,3,1,1,21
KKRVM,66,M,Student,Married,None,110000,Suburban,Mercedes,11,4,6000,2,1,1,9
DHJLM,21,F,Doctor,Married,PhD,100000,Urban,Ford,11,2,17000,0,1,3,20
YTWQB,60,F,Teacher,Widowed,Master,120000,Urban,Ford,11,3,13000,1,0,3,19
FQIYA,56,M,Student,Single,Master,110000,Suburban,Nissan,5,3,16000,1,1,3,7
LHASH,30,M,Engineer,Married,PhD,145000,Suburban,Audi,5,2.5,16000,1,3,2,25
FNYEH,63,F,Lawyer,Married,Bachelor,140000,Urban,Nissan,3,3.5,18000,2,2,3,39
FIAOR,39,M,Teacher,Married,Bachelor,70000,Rural,Tesla,12,3,15000,3,1,3,30
BZXBH,19,F,Retired,Widowed,Bachelor,95000,Suburban,Tesla,13,2,8000,0,4,3,9
MMUML,66,F,Engineer,Married,None,100000,Urban,Mercedes,14,4,13000,2,1,2,22
WQWHY,28,M,Retired,Widowed,Bachelor,55000,Suburban,Toyota,8,2,7000,1,2,2,4
NWUYQ,27,F,Architect,Widowed,PhD,105000,Rural,Tesla,14,3.5,9000,3,3,3,15
CBLUQ,28,M,Student,Single,Bachelor,120000,Suburban,Nissan,3,2,6000,0,4,0,12
MGQYY,49,F,Doctor,Single,None,90000,Rural,Audi,8,3,18000,3,4,2,10
GWWMR,36,F,Manager,Widowed,None,125000,Urban,Audi,2,4,16000,1,2,2,16
LMBAK,49,M,Teacher,Married,Master,90000,Suburban,Nissan,12,1.5,5000,2,4,2,38
YJZRH,49,F,Manager,Single,None,75000,Urban,Toyota,7,2,8000,3,2,0,21
NYQEF,43,F,Architect,Single,Bachelor,100000,Rural,Nissan,4,4,19000,1,3,0,19
BJIGV,45,M,Doctor,Married,PhD,120000,Rural,Chevrolet,2,2,19000,1,2,0,8
RJRBG,27,F,Retired,Single,Master,140000,Rural,Mercedes,8,4,19000,2,2,2,28
QMDTS,36,F,Architect,Widowed,None,145000,Rural,Nissan,1,3.5,17000,1,1,3,29
NVEBB,44,M,Doctor,Widowed,Master,90000,Suburban,Tesla,14,3.5,17000,3,3,0,30
SYJFH,53,F,Lawyer,Divorced,Bachelor,125000,Suburban,Chevrolet,14,4,16000,3,4,1,34
PALCO,65,M,Teacher,Widowed,None,85000,Suburban,Nissan,6,4,16000,2,1,0,3
PBXDS,24,M,Engineer,Widowed,PhD,75000,Rural,Honda,1,4,18000,3,2,3,35
UURKW,50,M,Retired,Widowed,Master,85000,Rural,Chevrolet,11,1.5,16000,0,1,0,11
DLPCS,20,M,Manager,Single,Master,100000,Urban,BMW,8,4,17000,2,4,1,8
LTYZT,37,F,Engineer,Single,Bachelor,115000,Urban,Mercedes,2,1.5,13000,0,1,1,14
WSSCE,32,M,Teacher,Married,Master,75000,Suburban,Tesla,1,2,13000,3,1,2,11
OFQEN,50,M,Engineer,Divorced,None,50000,Rural,Ford,10,3.5,9000,3,0,2,19
JWTQB,22,M,Retired,Divorced,None,125000,Suburban,Toyota,12,4,6000,2,2,1,36
WBRXJ,63,M,Architect,Single,Master,55000,Urban,Chevrolet,13,2,9000,3,2,3,29
KLPYF,43,M,Engineer,Divorced,None,60000,Urban,Honda,4,4,13000,2,3,1,35
GUHFT,26,M,Lawyer,Divorced,Master,75000,Urban,Honda,7,3.5,13000,1,3,3,17
QJZDN,46,M,Architect,Single,Master,105000,Rural,Chevrolet,13,2,7000,2,3,1,8
LAZTI,32,M,Manager,Married,Master,80000,Rural,Ford,12,2.5,7000,3,2,0,28
VQPLR,55,F,Engineer,Single,Master,145000,Suburban,Audi,7,4,17000,3,4,2,16
GYGMQ,32,F,Artist,Divorced,Bachelor,60000,Urban,Ford,4,1.5,15000,3,0,1,18
NFEOL,39,M,Doctor,Single,PhD,75000,Urban,Nissan,2,2.5,18000,0,0,1,32
NBTXJ,25,M,Doctor,Widowed,PhD,45000,Suburban,Ford,7,2,5000,2,2,3,8
WOVXM,50,M,Manager,Widowed,Master,130000,Suburban,Tesla,5,2,19000,1,0,3,22
LLBHV,44,F,Student,Married,PhD,35000,Rural,Chevrolet,9,3.5,13000,2,1,1,29
INZZO,59,F,Engineer,Single,Bachelor,50000,Suburban,Honda,13,3.5,8000,1,4,1,13
TLZTC,33,M,Lawyer,Single,PhD,95000,Rural,Ford,7,3.5,6000,2,1,3,10
XAOUH,60,M,Teacher,Divorced,None,130000,Rural,Nissan,8,3.5,19000,1,2,1,27
JSSAE,53,F,Lawyer,Single,Bachelor,50000,Rural,Audi,2,4,13000,2,4,2,15
PPQIT,39,F,Doctor,Divorced,Bachelor,40000,Suburban,Nissan,8,3.5,11000,3,3,3,10
RSFZP,26,F,Engineer,Married,Master,130000,Suburban,Chevrolet,4,4,14000,3,3,0,26
GZXUV,34,M,Student,Widowed,None,110000,Rural,Audi,8,3.5,6000,3,3,2,27
DFFNM,41,F,Doctor,Single,Master,130000,Rural,Honda,6,4,16000,2,3,2,16
VDTVR,28,F,Manager,Widowed,PhD,50000,Urban,BMW,11,1.5,10000,0,3,2,1
EKVOS,64,F,Lawyer,Widowed,Bachelor,140000,Rural,Chevrolet,8,4,13000,2,1,2,10
MBIND,68,F,Lawyer,Single,Master,30000,Urban,Honda,6,1.5,12000,3,1,1,5
FKPPQ,45,F,Student,Single,Bachelor,40000,Urban,Audi,6,3,18000,1,2,2,30
BFFSF,53,F,Architect,Widowed,Master,40000,Suburban,Mercedes,10,3,8000,3,2,3,3
NWSCS,68,M,Artist,Divorced,Bachelor,115000,Urban,BMW,14,2,5000,1,1,3,5
LRODD,25,M,Teacher,Widowed,PhD,65000,Rural,BMW,6,4,12000,1,2,2,21
JPAWO,21,M,Retired,Widowed,None,35000,Suburban,Mercedes,6,3.5,6000,1,3,0,22
NGEJA,67,M,Architect,Divorced,PhD,25000,Suburban,Mercedes,11,4,9000,0,3,1,34
GJYGP,38,F,Engineer,Single,Bachelor,50000,Urban,Mercedes,12,2,6000,2,3,1,12
YXRPY,45,M,Architect,Married,None,55000,Rural,Ford,8,2,14000,1,1,3,34
PPVZY,36,F,Artist,Divorced,None,145000,Rural,Honda,11,1.5,8000,3,4,0,16
TGPEY,33,M,Teacher,Single,Bachelor,145000,Rural,Mercedes,9,2.5,6000,0,4,1,14
PFIPZ,67,M,Lawyer,Single,PhD,75000,Urban,Mercedes,12,2,16000,3,4,1,15
LZVUS,37,M,Engineer,Married,Master,55000,Rural,Ford,1,4,7000,1,4,0,15
JYJVN,35,M,Lawyer,Divorced,Bachelor,60000,Suburban,BMW,13,1.5,18000,2,3,1,39
YIZKL,19,F,Student,Widowed,Bachelor,25000,Suburban,Toyota,8,2,9000,1,0,3,25
BKWZF,38,M,Manager,Divorced,Bachelor,75000,Rural,Chevrolet,3,4,5000,2,0,1,19
ZMRSC,28,M,Lawyer,Single,None,80000,Rural,Honda,9,3.5,7000,2,2,0,19
YKWSK,32,F,Engineer,Single,Bachelor,130000,Suburban,Toyota,4,1.5,19000,0,3,1,39
RYRMQ,44,M,Artist,Widowed,None,100000,Suburban,Ford,3,2.5,15000,2,1,3,17
SJCHR,21,M,Retired,Widowed,PhD,35000,Rural,Audi,13,2.5,13000,0,2,1,21
JXQZE,58,M,Artist,Widowed,PhD,80000,Urban,Mercedes,8,2.5,11000,2,3,2,22
DSBAM,57,F,Doctor,Widowed,Master,140000,Suburban,Mercedes,11,4,12000,2,4,3,30
WJTFR,38,F,Doctor,Widowed,PhD,60000,Urban,Chevrolet,2,2,5000,3,4,2,7
NAFEN,56,F,Lawyer,Widowed,Bachelor,105000,Rural,Audi,14,3,12000,3,3,0,8
BCNHI,56,M,Lawyer,Single,PhD,110000,Urban,Toyota,10,1.5,11000,2,4,1,38
QAOMU,38,F,Engineer,Widowed,Bachelor,20000,Urban,Audi,6,3,8000,0,1,2,2
FMRZR,47,F,Engineer,Single,None,50000,Suburban,Ford,13,1.5,16000,2,3,2,1
LGGAW,38,F,Manager,Single,PhD,140000,Suburban,BMW,3,2.5,6000,0,2,3,34
INAWD,34,F,Doctor,Widowed,Master,50000,Suburban,Chevrolet,14,2,17000,1,4,1,4
HGVFQ,59,M,Doctor,Divorced,Bachelor,35000,Suburban,Audi,5,3.5,16000,0,1,3,30
ZMJJC,38,F,Manager,Married,None,25000,Suburban,Mercedes,1,1.5,16000,3,4,0,14
GVUBJ,27,M,Artist,Widowed,Master,140000,Rural,BMW,4,3,14000,1,0,3,37
EHMYL,46,F,Teacher,Divorced,PhD,90000,Rural,Chevrolet,14,1.5,9000,3,0,3,22
JLHCM,39,M,Student,Single,PhD,130000,Suburban,Nissan,11,2,14000,2,2,1,7
XOLDH,19,M,Architect,Widowed,Master,85000,Rural,Ford,11,2,19000,1,0,1,11
KABNO,51,M,Student,Widowed,PhD,60000,Urban,Mercedes,4,2.5,9000,3,3,2,6
EZFHQ,67,M,Doctor,Widowed,Bachelor,95000,Suburban,Tesla,14,2,19000,0,3,2,30
JASRN,35,F,Lawyer,Married,Master,95000,Urban,Ford,8,1.5,10000,1,2,0,25
GEXZZ,22,M,Teacher,Single,PhD,60000,Rural,Chevrolet,3,4,7000,3,4,2,31
UXQLQ,20,M,Lawyer,Single,Bachelor,95000,Suburban,Audi,10,1.5,18000,3,3,2,26
ZIIWN,68,M,Retired,Widowed,PhD,80000,Urban,Honda,6,2.5,6000,1,1,1,25
WPTGZ,47,M,Lawyer,Widowed,Master,45000,Rural,Mercedes,5,4,13000,3,1,2,38
XRKEX,42,F,Artist,Married,None,145000,Rural,BMW,6,2.5,18000,0,2,2,23
KDWEM,26,M,Doctor,Married,PhD,125000,Suburban,Honda,3,2,7000,1,1,2,28
RVBSU,58,F,Manager,Widowed,PhD,60000,Urban,Nissan,2,1.5,13000,0,3,0,5
HMFQP,52,M,Teacher,Divorced,Master,35000,Suburban,Tesla,2,2.5,9000,1,4,2,17
YCSBK,47,F,Manager,Single,PhD,70000,Suburban,BMW,13,3,9000,0,3,3,30
OHKHM,64,M,Architect,Widowed,Master,50000,Suburban,Honda,9,2.5,13000,0,1,2,26
VSSGE,28,M,Teacher,Single,None,140000,Rural,Tesla,10,3,18000,2,1,0,7
YDILY,33,M,Teacher,Widowed,Master,30000,Rural,Chevrolet,5,2.5,8000,0,2,2,8
QADET,40,M,Retired,Single,Master,80000,Suburban,Nissan,10,2.5,18000,1,1,0,32
XWQYJ,41,M,Teacher,Married,Master,35000,Urban,Tesla,1,1.5,5000,2,4,1,11
SJUJN,23,F,Doctor,Widowed,Bachelor,45000,Urban,Audi,2,3,14000,0,1,2,33
RRBVD,61,M,Artist,Single,PhD,80000,Rural,Honda,4,1.5,12000,0,4,2,29
IQDNS,55,F,Doctor,Widowed,Master,90000,Suburban,Honda,11,3.5,18000,2,0,2,11
GKOSA,39,M,Manager,Divorced,Master,145000,Urban,BMW,4,3.5,15000,0,4,1,6
MFHFI,18,M,Retired,Widowed,Master,50000,Rural,Audi,9,3,17000,2,3,1,37
SHOYL,25,F,Doctor,Widowed,None,25000,Rural,Ford,14,2.5,14000,0,3,1,29
TQHHG,42,M,Lawyer,Married,None,130000,Rural,Ford,4,4,17000,3,0,3,37
PIQTV,38,M,Retired,Divorced,Master,120000,Urban,BMW,2,2.5,12000,1,0,0,9
PRIAU,32,M,Lawyer,Widowed,None,70000,Suburban,Honda,11,4,12000,1,0,0,39
XYECY,31,M,Engineer,Divorced,Master,130000,Urban,Tesla,4,4,18000,0,4,3,36
YIUUG,54,M,Manager,Single,Bachelor,30000,Rural,Audi,2,1.5,19000,1,3,2,8
ZOLSO,57,F,Artist,Single,PhD,115000,Suburban,Toyota,11,1.5,18000,2,4,2,7
ODFKW,20,F,Architect,Single,PhD,45000,Rural,Toyota,7,2.5,6000,1,2,1,14
ZEZYR,20,M,Student,Married,Bachelor,125000,Urban,Audi,9,3,16000,3,2,2,3
DOSQL,21,M,Artist,Single,None,130000,Rural,Audi,7,2,14000,2,4,3,2
JHSLH,32,M,Retired,Single,Master,100000,Urban,Nissan,10,2.5,14000,1,2,2,4
EIPRL,41,F,Retired,Widowed,Master,85000,Rural,Tesla,4,2,9000,2,1,1,13
ZGRVH,33,F,Manager,Married,Master,60000,Suburban,BMW,1,3.5,17000,3,2,0,19
FJDSR,57,M,Engineer,Widowed,Bachelor,120000,Suburban,BMW,4,4,5000,3,0,3,16
THDDG,59,M,Teacher,Widowed,Bachelor,95000,Urban,Audi,14,2.5,8000,2,2,1,11
SOAOC,24,F,Teacher,Single,None,115000,Suburban,Toyota,11,3.5,8000,3,3,0,28
XKAVI,21,M,Doctor,Married,Master,35000,Rural,Mercedes,12,3,7000,0,2,3,20
FZMCT,36,M,Teacher,Divorced,None,50000,Suburban,Tesla,4,3,8000,3,0,3,36
SPDWZ,40,M,Artist,Widowed,Master,100000,Urban,Chevrolet,6,4,10000,0,2,3,26
JGIDU,50,F,Retired,Married,Master,135000,Urban,Tesla,13,1.5,7000,0,2,1,14
GIQGQ,62,M,Lawyer,Single,None,30000,Suburban,Nissan,14,4,14000,3,2,1,34
KOHCZ,27,F,Manager,Married,Bachelor,120000,Urban,Chevrolet,13,3,8000,3,0,1,6
YKXXK,67,F,Student,Widowed,PhD,90000,Suburban,Toyota,5,2.5,7000,1,4,3,22
BIBMJ,54,M,Retired,Divorced,PhD,80000,Rural,Audi,4,2,15000,1,2,2,8
OAXHD,32,M,Architect,Single,Master,100000,Rural,Ford,12,2,19000,3,3,2,23
ZCSDA,18,F,Engineer,Divorced,Bachelor,125000,Urban,Toyota,1,4,12000,3,4,3,7
VEEHV,37,M,Engineer,Widowed,None,35000,Suburban,Audi,13,3,19000,2,1,3,37
QTCSK,46,F,Engineer,Divorced,None,100000,Rural,Honda,5,4,5000,0,4,1,29
LYFWT,25,M,Doctor,Widowed,Bachelor,135000,Urban,Mercedes,5,2,6000,3,2,0,37
GXFSX,63,F,Lawyer,Divorced,Master,145000,Suburban,Honda,9,4,10000,2,4,3,25
XARRN,67,M,Artist,Single,PhD,45000,Suburban,BMW,13,4,9000,3,1,0,37
HQDAW,32,F,Teacher,Divorced,PhD,135000,Urban,Toyota,4,3,11000,3,4,2,13
BDVSB,56,M,Student,Divorced,Master,45000,Suburban,Audi,12,2.5,16000,3,0,1,26
ZMOUC,56,F,Lawyer,Single,Bachelor,50000,Suburban,Ford,4,2,5000,1,2,1,3
GUIZV,56,F,Lawyer,Single,Master,75000,Suburban,Ford,9,3.5,12000,2,3,3,8
SSKYC,50,M,Artist,Widowed,None,75000,Rural,Toyota,7,2.5,13000,0,0,1,19
HLEJT,36,F,Architect,Widowed,None,45000,Suburban,Chevrolet,14,3.5,14000,0,4,3,27
TGFTX,38,F,Lawyer,Married,Bachelor,125000,Rural,Tesla,3,2.5,15000,0,3,1,37
KKJIC,62,F,Architect,Widowed,Master,85000,Urban,Mercedes,11,1.5,15000,3,2,3,22
CEEPH,34,M,Engineer,Single,PhD,80000,Rural,Audi,8,2.5,5000,1,2,0,7
IGKYE,30,F,Engineer,Single,PhD,70000,Urban,BMW,14,4,11000,2,2,3,32
BFKPY,69,F,Teacher,Married,Master,125000,Rural,Tesla,6,2,15000,3,0,2,8
WLXIM,40,M,Manager,Widowed,Master,60000,Urban,Tesla,12,3.5,5000,2,4,0,6
PRCVA,45,F,Architect,Divorced,PhD,115000,Rural,Tesla,14,4,11000,2,1,0,39
ZMRNR,50,F,Artist,Widowed,PhD,130000,Urban,Chevrolet,11,3,17000,1,0,3,28
EGYIG,59,M,Student,Single,None,115000,Rural,Audi,10,2.5,12000,3,3,0,24
HGMKX,45,M,Student,Divorced,None,65000,Rural,Audi,7,2.5,18000,0,0,0,18
ZNTPQ,43,M,Teacher,Married,PhD,55000,Urban,Nissan,6,4,8000,2,3,2,28
JSTPN,35,F,Retired,Widowed,Master,110000,Urban,Honda,6,2.5,12000,2,4,3,35
NFDQX,36,F,Retired,Married,None,130000,Urban,Nissan,8,3.5,7000,0,2,0,18
PENJQ,23,M,Manager,Married,None,120000,Suburban,Mercedes,12,3,18000,1,2,3,27
PIXSS,63,M,Artist,Divorced,Bachelor,35000,Suburban,Toyota,6,2.5,12000,3,1,3,31
GIGLF,60,M,Lawyer,Divorced,None,135000,Urban,Mercedes,9,4,17000,2,3,3,1
ESQLR,41,M,Teacher,Widowed,PhD,65000,Rural,Chevrolet,12,4,11000,0,0,0,12
PXEDH,54,M,Lawyer,Married,None,145000,Urban,Mercedes,1,3.5,6000,3,2,3,30
BVVPE,20,M,Doctor,Single,Master,140000,Rural,Nissan,11,3.5,10000,2,3,3,29
QLONJ,38,F,Retired,Married,PhD,60000,Rural,Chevrolet,11,2,8000,1,2,1,25
PALSO,67,M,Engineer,Married,PhD,60000,Suburban,Toyota,11,2.5,13000,1,1,1,38
XCFOK,27,F,Lawyer,Divorced,PhD,115000,Rural,Honda,8,2.5,10000,2,4,2,38
ZJUKQ,20,F,Architect,Married,None,30000,Urban,Mercedes,3,3,10000,2,2,1,11
QREXY,39,M,Architect,Single,PhD,35000,Urban,Audi,14,3.5,16000,3,1,2,33
ZEJRE,61,M,Engineer,Married,None,65000,Rural,Ford,13,1.5,7000,3,2,3,36
WBGNE,68,M,Doctor,Single,Bachelor,85000,Suburban,BMW,7,4,10000,3,0,1,33
LQQQL,57,F,Engineer,Single,Bachelor,110000,Suburban,BMW,11,2.5,11000,3,3,0,15
WFLUS,56,F,Architect,Divorced,PhD,75000,Suburban,Ford,2,3,12000,0,1,1,23
YRNPV,25,F,Manager,Divorced,Bachelor,90000,Suburban,Toyota,13,1.5,12000,2,0,2,28
KNRJQ,31,M,Teacher,Divorced,Master,80000,Suburban,Audi,10,3,6000,1,0,0,28
NGKJY,65,M,Teacher,Single,Bachelor,130000,Urban,Nissan,8,2.5,10000,1,4,0,30
WSAAZ,19,F,Lawyer,Widowed,Master,95000,Rural,BMW,11,2,5000,0,3,2,24
DWTBT,57,M,Architect,Single,Bachelor,115000,Urban,Nissan,4,2.5,5000,3,3,3,9
HPCFK,38,F,Lawyer,Married,Master,115000,Urban,Tesla,13,3,18000,2,2,1,36
RGXHL,56,M,Teacher,Single,Bachelor,65000,Suburban,Toyota,4,3,9000,3,0,1,33
FJXOU,35,F,Retired,Married,Bachelor,25000,Rural,Ford,1,2,18000,3,4,3,1
KQYKN,65,M,Student,Divorced,None,120000,Rural,Ford,14,1.5,14000,0,2,3,7
XTZBZ,65,F,Artist,Divorced,PhD,35000,Urban,BMW,11,4,14000,3,1,0,33
XXOFT,39,M,Retired,Divorced,None,25000,Urban,Audi,11,3,15000,0,3,0,9
THJCW,23,M,Retired,Widowed,Master,25000,Rural,Chevrolet,5,1.5,8000,2,2,3,31
EXDUY,39,M,Artist,Single,Bachelor,35000,Urban,Nissan,7,1.5,9000,0,3,2,24
PFMYO,30,F,Student,Widowed,Bachelor,80000,Suburban,Ford,7,3,14000,2,4,0,6
PTJDW,20,F,Architect,Widowed,Bachelor,30000,Urban,Nissan,10,1.5,11000,2,2,1,33
XBWQN,57,M,Doctor,Married,PhD,85000,Suburban,Chevrolet,11,4,6000,2,0,3,35
TPQUJ,42,F,Student,Widowed,Bachelor,130000,Urban,Chevrolet,4,3.5,5000,3,1,2,25
PYAGU,30,M,Engineer,Single,None,70000,Suburban,Toyota,13,1.5,18000,0,1,2,21
JBQVL,32,F,Retired,Divorced,PhD,80000,Urban,Chevrolet,9,2.5,10000,3,1,2,10
YVITT,43,M,Artist,Married,Master,30000,Urban,Honda,12,2,14000,1,0,3,14
XLEQU,34,M,Lawyer,Single,Bachelor,120000,Rural,Ford,10,3,18000,0,4,0,2
DXNYO,67,M,Artist,Widowed,None,135000,Urban,Chevrolet,7,4,10000,1,2,1,25
KJYKY,34,M,Doctor,Married,Master,125000,Rural,Audi,6,4,13000,3,1,0,26
HHNOM,36,M,Doctor,Divorced,Bachelor,90000,Urban,Honda,4,2.5,18000,3,0,1,22
AKLFZ,41,F,Student,Divorced,Bachelor,90000,Suburban,Chevrolet,5,4,19000,0,2,0,31
FPQJV,22,M,Architect,Single,PhD,75000,Rural,Ford,13,1.5,9000,1,1,0,31
IMYVX,64,M,Lawyer,Single,Bachelor,115000,Urban,Honda,3,3,7000,1,1,1,25
TCNSM,44,F,Artist,Single,Master,60000,Suburban,Tesla,8,3,12000,0,3,0,21
ZNBIS,65,F,Teacher,Divorced,Master,65000,Suburban,Toyota,6,1.5,10000,3,0,2,23
AHDHK,65,M,Artist,Divorced,Bachelor,55000,Urban,Honda,10,3.5,5000,3,3,0,36
EGWZE,21,F,Student,Single,PhD,90000,Suburban,BMW,1,4,9000,1,0,2,10
YGYXR,49,F,Lawyer,Divorced,None,145000,Urban,Mercedes,10,2,11000,1,1,3,6
UMCPO,41,F,Artist,Widowed,PhD,75000,Rural,Toyota,10,2,10000,3,2,1,9
GYNIY,26,F,Artist,Divorced,Bachelor,40000,Suburban,Mercedes,1,3,11000,3,4,2,28
RAZNO,44,M,Teacher,Married,Master,60000,Suburban,Mercedes,13,4,10000,3,1,2,6
OHRYO,36,M,Artist,Married,Bachelor,105000,Rural,Tesla,4,2.5,12000,0,4,1,9
EWJKK,30,M,Architect,Married,PhD,115000,Rural,Ford,9,2.5,17000,0,0,2,16
WLAGZ,64,M,Retired,Married,None,50000,Urban,BMW,11,2.5,8000,0,0,1,10
VITFP,43,F,Artist,Single,Master,130000,Rural,Toyota,12,3,15000,2,3,3,9
IMOPX,30,F,Engineer,Single,PhD,110000,Rural,Ford,10,3.5,9000,1,2,1,8
KDMSB,19,M,Student,Divorced,None,145000,Rural,Ford,7,1.5,12000,3,0,3,14
DPTWL,18,M,Lawyer,Single,None,95000,Rural,BMW,6,3.5,13000,0,2,3,14
BCLOC,68,M,Student,Widowed,Bachelor,50000,Urban,Chevrolet,12,3,14000,0,4,1,24
QCYIG,46,M,Teacher,Widowed,PhD,120000,Urban,Ford,13,1.5,7000,0,4,3,24
MTFZL,59,M,Lawyer,Widowed,PhD,50000,Urban,Nissan,6,2.5,5000,2,4,1,10
MMRQJ,35,M,Architect,Divorced,Master,105000,Suburban,Ford,13,4,19000,0,2,3,30
BXPSZ,48,M,Lawyer,Divorced,Master,65000,Suburban,Tesla,12,2.5,9000,0,3,3,35
MIDPQ,36,F,Student,Single,Bachelor,95000,Suburban,Ford,3,1.5,12000,2,0,1,9
HGVWG,25,F,Doctor,Single,Bachelor,130000,Rural,Toyota,1,4,12000,0,3,1,23
VUIMI,36,F,Doctor,Widowed,Master,130000,Rural,Audi,4,2,10000,1,2,3,37
RDNKB,58,M,Manager,Divorced,Master,25000,Urban,Tesla,14,4,13000,1,4,1,17
VLZAW,61,M,Retired,Single,None,120000,Suburban,BMW,6,2.5,18000,2,3,2,1
KQIGZ,64,M,Artist,Widowed,Bachelor,95000,Urban,Honda,9,2,19000,0,4,2,19
TTSLC,56,M,Artist,Divorced,PhD,30000,Rural,Audi,9,2,19000,0,4,1,27
GBJIF,47,M,Manager,Married,Master,75000,Rural,Honda,12,3.5,18000,3,2,1,34
ISLCT,26,M,Manager,Single,Bachelor,135000,Rural,Mercedes,12,1.5,7000,1,4,0,6
LUOCW,66,M,Manager,Married,Master,55000,Suburban,Nissan,9,4,19000,3,4,3,11
REKNB,58,M,Engineer,Single,Master,55000,Suburban,Toyota,13,2,17000,3,2,3,38
BEOYR,57,F,Engineer,Widowed,Bachelor,110000,Urban,Tesla,5,1.5,6000,1,4,1,29
TDPZN,61,M,Student,Single,PhD,115000,Suburban,Toyota,8,3.5,7000,1,4,2,38
HIBIB,34,M,Artist,Divorced,Bachelor,100000,Urban,Audi,4,3,16000,2,4,3,21
BGKNC,42,M,Artist,Married,None,105000,Urban,Honda,7,2,14000,3,4,3,12
